 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:   9:57:37
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

     790.0000  0.37300E-01  0.16700E-01  0.37300E-01  0.16700E-01 -0.16427E-02 -0.10119E+03  0.95771E+02 -0.11184E+03  0.95771E+02 -0.21242E+02 -0.40990E+03 -0.29344E+03 -0.37867E+03  0.00000E+00  0.00000E+00  0.16298E+03  0.16000E+03  0.48162E+02   5268  0.00000E+00      0.000
     800.0000  0.29300E-01  0.13100E-01  0.29300E-01  0.13100E-01 -0.16086E-02 -0.10094E+03  0.95973E+02 -0.11159E+03  0.95973E+02 -0.21259E+02 -0.40269E+03 -0.31816E+03 -0.38061E+03  0.00000E+00  0.00000E+00  0.16252E+03  0.16020E+03  0.48614E+02   5310  0.00000E+00      0.000
     810.0000  0.67900E-01  0.11450E+00  0.67900E-01  0.11450E+00 -0.15753E-02 -0.10043E+03  0.96442E+02 -0.11108E+03  0.96442E+02 -0.21275E+02 -0.96551E+03 -0.38125E+03 -0.38251E+03  0.00000E+00  0.00000E+00  0.16158E+03  0.16020E+03  0.49118E+02   5330  0.00000E+00      0.000
     820.0000  0.15900E-01  0.14520E+00  0.15900E-01  0.14520E+00 -0.15423E-02 -0.10033E+03  0.97487E+02 -0.11098E+03  0.97487E+02 -0.21290E+02 -0.78937E+03 -0.46576E+03 -0.38438E+03  0.00000E+00  0.00000E+00  0.16043E+03  0.16040E+03  0.49422E+02   5373  0.00000E+00      0.000
     830.0000  0.69000E-02  0.10160E+00  0.69000E-02  0.10160E+00 -0.15157E-02 -0.10017E+03  0.99151E+02 -0.11082E+03  0.99151E+02 -0.21305E+02 -0.22851E+04 -0.68173E+03 -0.38669E+03  0.00000E+00  0.00000E+00  0.15857E+03  0.16040E+03  0.49579E+02   5393  0.00000E+00      0.000
     840.0000  0.17600E-01  0.42700E+00  0.17600E-01  0.42700E+00 -0.14985E-02 -0.10819E+03  0.10178E+03 -0.11884E+03  0.10178E+03 -0.21320E+02 -0.22065E+03 -0.30077E+03 -0.38906E+03  0.00000E+00  0.00000E+00  0.16395E+03  0.16854E+03  0.49701E+02   5554  0.00000E+00      0.000
     850.0000  0.20700E-01  0.37380E+00  0.20700E-01  0.37380E+00 -0.14815E-02 -0.10803E+03  0.10548E+03 -0.11868E+03  0.10548E+03 -0.21335E+02 -0.46395E+03 -0.46441E+03 -0.39139E+03  0.00000E+00  0.00000E+00  0.16005E+03  0.16854E+03  0.49863E+02   5574  0.00000E+00      0.000
     860.0000  0.34600E-01  0.45650E+00  0.34600E-01  0.45650E+00 -0.14645E-02 -0.11618E+03  0.10912E+03 -0.12683E+03  0.10912E+03 -0.21350E+02 -0.17136E+03 -0.39942E+03 -0.39372E+03  0.00000E+00  0.00000E+00  0.16458E+03  0.17695E+03  0.50119E+02   5716  0.00000E+00      0.000
     870.0000  0.51700E-01  0.56780E+00  0.51700E-01  0.56780E+00 -0.14477E-02 -0.11694E+03  0.11389E+03 -0.12759E+03  0.11389E+03 -0.21365E+02 -0.23054E+03 -0.59242E+03 -0.39603E+03  0.00000E+00  0.00000E+00  0.16059E+03  0.17811E+03  0.50519E+02   5760  0.00000E+00      0.000
     880.0000  0.68200E-01  0.62200E+00  0.68200E-01  0.62200E+00 -0.14309E-02 -0.12455E+03  0.11881E+03 -0.13521E+03  0.11881E+03 -0.21379E+02 -0.17648E+03 -0.68678E+03 -0.39834E+03  0.00000E+00  0.00000E+00  0.16325E+03  0.18622E+03  0.51015E+02   5872  0.00000E+00      0.000
     890.0000  0.53360E+00  0.00000E+00  0.53360E+00  0.00000E+00 -0.14141E-02 -0.12694E+03  0.12053E+03 -0.13759E+03  0.12053E+03 -0.21393E+02 -0.31036E+03 -0.14988E+03 -0.40065E+03  0.00000E+00  0.00000E+00  0.16372E+03  0.19080E+03  0.53208E+02   5961  0.00000E+00      0.000
     900.0000  0.20340E+00  0.39000E-02  0.20340E+00  0.39000E-02 -0.13973E-02 -0.12799E+03  0.12054E+03 -0.13864E+03  0.12054E+03 -0.21407E+02 -0.18216E+03 -0.16687E+03 -0.40295E+03  0.00000E+00  0.00000E+00  0.16474E+03  0.19380E+03  0.55163E+02   6030  0.00000E+00      0.000
     910.0000  0.15100E+00  0.72000E-02  0.15100E+00  0.72000E-02 -0.13806E-02 -0.13712E+03  0.12061E+03 -0.14777E+03  0.12061E+03 -0.21421E+02 -0.10983E+03 -0.96756E+02 -0.40524E+03  0.00000E+00  0.00000E+00  0.17380E+03  0.20492E+03  0.57150E+02   6185  0.00000E+00      0.000
     920.0000 -0.24480E+00  0.19900E-01 -0.24480E+00  0.19900E-01 -0.13640E-02 -0.14260E+03  0.12072E+03 -0.15325E+03  0.12072E+03 -0.21435E+02 -0.95390E+02 -0.86346E+02 -0.40753E+03  0.00000E+00  0.00000E+00  0.17916E+03  0.21186E+03  0.58608E+02   6295  0.00000E+00      0.000
     930.0000 -0.23736E+01  0.61100E-01 -0.23736E+01  0.61100E-01 -0.13474E-02 -0.14425E+03  0.12128E+03 -0.15490E+03  0.12128E+03 -0.21449E+02 -0.55938E+02 -0.66840E+02 -0.40980E+03  0.00000E+00  0.00000E+00  0.18027E+03  0.21548E+03  0.60582E+02   6360  0.00000E+00      0.000
     940.0000  0.89900E-01  0.26600E+00  0.89900E-01  0.26600E+00 -0.13311E-02 -0.14419E+03  0.12318E+03 -0.15484E+03  0.12318E+03 -0.21462E+02 -0.18421E+03 -0.12658E+03 -0.41204E+03  0.00000E+00  0.00000E+00  0.17837E+03  0.21711E+03  0.62268E+02   6424  0.00000E+00      0.000
     950.0000 -0.10038E+01  0.29010E+00 -0.10038E+01  0.29010E+00 -0.13150E-02 -0.14643E+03  0.12628E+03 -0.15708E+03  0.12628E+03 -0.21475E+02 -0.90587E+02 -0.14562E+03 -0.41425E+03  0.00000E+00  0.00000E+00  0.17748E+03  0.22049E+03  0.63408E+02   6493  0.00000E+00      0.000
     960.0000  0.57600E-01  0.25480E+00  0.57600E-01  0.25480E+00 -0.12991E-02 -0.14586E+03  0.12987E+03 -0.15651E+03  0.12987E+03 -0.21488E+02 -0.57605E+03 -0.30144E+03 -0.41644E+03  0.00000E+00  0.00000E+00  0.17332E+03  0.22077E+03  0.64257E+02   6537  0.00000E+00      0.000
     970.0000 -0.48830E+00  0.26830E+00 -0.48830E+00  0.26830E+00 -0.12833E-02 -0.14990E+03  0.13166E+03 -0.16055E+03  0.13166E+03 -0.21501E+02 -0.13633E+03 -0.18473E+03 -0.41861E+03  0.00000E+00  0.00000E+00  0.17560E+03  0.22521E+03  0.64661E+02   6685  0.00000E+00      0.000
     980.0000  0.57100E-01  0.24540E+00  0.57100E-01  0.24540E+00 -0.12677E-02 -0.15897E+03  0.13391E+03 -0.16962E+03  0.13391E+03 -0.21514E+02 -0.86208E+02 -0.80005E+02 -0.42076E+03  0.00000E+00  0.00000E+00  0.18235E+03  0.23480E+03  0.65183E+02   6781  0.00000E+00      0.000
     990.0000 -0.24300E-01  0.17090E+00 -0.24300E-01  0.17090E+00 -0.12522E-02 -0.16032E+03  0.13580E+03 -0.17097E+03  0.13580E+03 -0.21526E+02 -0.11882E+03 -0.85903E+02 -0.42289E+03  0.00000E+00  0.00000E+00  0.18184E+03  0.23662E+03  0.65650E+02   6904  0.00000E+00      0.000
    1000.0000  0.43900E-01  0.15840E+00  0.43900E-01  0.15840E+00 -0.12368E-02 -0.16028E+03  0.13767E+03 -0.17093E+03  0.13767E+03 -0.21539E+02 -0.18276E+03 -0.12370E+03 -0.42500E+03  0.00000E+00  0.00000E+00  0.17992E+03  0.23710E+03  0.66169E+02   6967  0.00000E+00      0.000
    1010.0000  0.70300E-01  0.00000E+00  0.70300E-01  0.00000E+00 -0.12178E-02 -0.16969E+03  0.13827E+03 -0.18034E+03  0.13827E+03 -0.21551E+02 -0.78630E+02 -0.75435E+02 -0.42761E+03  0.00000E+00  0.00000E+00  0.18872E+03  0.24691E+03  0.66573E+02   7115  0.00000E+00      0.000
    1020.0000  0.14930E+00  0.59000E-02  0.14930E+00  0.59000E-02 -0.12021E-02 -0.16862E+03  0.13828E+03 -0.17927E+03  0.13828E+03 -0.21563E+02 -0.13878E+03 -0.12390E+03 -0.42977E+03  0.00000E+00  0.00000E+00  0.18763E+03  0.24691E+03  0.67644E+02   7137  0.00000E+00      0.000
    1030.0000 -0.55980E+00  0.37000E-02 -0.55980E+00  0.37000E-02 -0.11868E-02 -0.16820E+03  0.13837E+03 -0.17885E+03  0.13837E+03 -0.21575E+02 -0.11046E+03 -0.11850E+03 -0.43187E+03  0.00000E+00  0.00000E+00  0.18711E+03  0.24753E+03  0.68684E+02   7177  0.00000E+00      0.000
    1040.0000  0.48200E-01  0.10300E-01  0.48200E-01  0.10300E-01 -0.11718E-02 -0.16793E+03  0.13845E+03 -0.17859E+03  0.13845E+03 -0.21587E+02 -0.16553E+03 -0.14110E+03 -0.43392E+03  0.00000E+00  0.00000E+00  0.18676E+03  0.24778E+03  0.69195E+02   7261  0.00000E+00      0.000
    1050.0000  0.12900E+00  0.40000E-01  0.12900E+00  0.40000E-01 -0.11571E-02 -0.16700E+03  0.13870E+03 -0.17765E+03  0.13870E+03 -0.21599E+02 -0.26011E+03 -0.18239E+03 -0.43594E+03  0.00000E+00  0.00000E+00  0.18557E+03  0.24778E+03  0.70129E+02   7281  0.00000E+00      0.000
    1060.0000  0.53600E-01  0.22300E-01  0.53600E-01  0.22300E-01 -0.11426E-02 -0.17428E+03  0.13896E+03 -0.18493E+03  0.13896E+03 -0.21610E+02 -0.10667E+03 -0.75144E+02 -0.43794E+03  0.00000E+00  0.00000E+00  0.19257E+03  0.25578E+03  0.70853E+02   7360  0.00000E+00      0.000
    1070.0000  0.32900E-01  0.14800E-01  0.32900E-01  0.14800E-01 -0.11283E-02 -0.17391E+03  0.13912E+03 -0.18456E+03  0.13912E+03 -0.21622E+02 -0.13590E+03 -0.10151E+03 -0.43990E+03  0.00000E+00  0.00000E+00  0.19203E+03  0.25578E+03  0.71217E+02   7380  0.00000E+00      0.000
    1080.0000  0.51900E-01  0.23300E-01  0.51900E-01  0.23300E-01 -0.11141E-02 -0.17364E+03  0.13925E+03 -0.18429E+03  0.13925E+03 -0.21633E+02 -0.15897E+03 -0.11998E+03 -0.44185E+03  0.00000E+00  0.00000E+00  0.19164E+03  0.25578E+03  0.71486E+02   7400  0.00000E+00      0.000
    1090.0000  0.34200E-01  0.15400E-01  0.34200E-01  0.15400E-01 -0.11001E-02 -0.17327E+03  0.13941E+03 -0.18392E+03  0.13941E+03 -0.21644E+02 -0.18243E+03 -0.13932E+03 -0.44377E+03  0.00000E+00  0.00000E+00  0.19108E+03  0.25578E+03  0.71860E+02   7420  0.00000E+00      0.000
    1100.0000  0.21500E-01  0.97000E-02  0.21500E-01  0.97000E-02 -0.10863E-02 -0.17286E+03  0.13960E+03 -0.18351E+03  0.13960E+03 -0.21655E+02 -0.20667E+03 -0.16030E+03 -0.44567E+03  0.00000E+00  0.00000E+00  0.19047E+03  0.25578E+03  0.72271E+02   7440  0.00000E+00      0.000
    1110.0000  0.14400E-01  0.64000E-02  0.14400E-01  0.64000E-02 -0.10726E-02 -0.17269E+03  0.13967E+03 -0.18334E+03  0.13967E+03 -0.21666E+02 -0.21402E+03 -0.17017E+03 -0.44755E+03  0.00000E+00  0.00000E+00  0.19021E+03  0.25578E+03  0.72444E+02   7460  0.00000E+00      0.000
    1120.0000  0.24900E-01  0.11100E-01  0.24900E-01  0.11100E-01 -0.10591E-02 -0.17249E+03  0.13977E+03 -0.18314E+03  0.13977E+03 -0.21676E+02 -0.23069E+03 -0.18185E+03 -0.44941E+03  0.00000E+00  0.00000E+00  0.18991E+03  0.25579E+03  0.72650E+02   7480  0.00000E+00      0.000
    1130.0000  0.19900E-01  0.89000E-02  0.19900E-01  0.89000E-02 -0.10458E-02 -0.17233E+03  0.13987E+03 -0.18298E+03  0.13987E+03 -0.21687E+02 -0.24469E+03 -0.19293E+03 -0.45124E+03  0.00000E+00  0.00000E+00  0.18963E+03  0.25586E+03  0.72884E+02   7521  0.00000E+00      0.000
    1140.0000  0.32000E-01  0.14400E-01  0.32000E-01  0.14400E-01 -0.10326E-02 -0.17272E+03  0.13999E+03 -0.18337E+03  0.13999E+03 -0.21697E+02 -0.24062E+03 -0.18502E+03 -0.45304E+03  0.00000E+00  0.00000E+00  0.18990E+03  0.25651E+03  0.73143E+02   7563  0.00000E+00      0.000
    1150.0000  0.34000E-01  0.15200E-01  0.34000E-01  0.15200E-01 -0.10197E-02 -0.17226E+03  0.14019E+03 -0.18291E+03  0.14019E+03 -0.21707E+02 -0.28835E+03 -0.21303E+03 -0.45482E+03  0.00000E+00  0.00000E+00  0.18923E+03  0.25651E+03  0.73598E+02   7583  0.00000E+00      0.000
    1160.0000  0.43400E-01  0.19400E-01  0.43400E-01  0.19400E-01 -0.10069E-02 -0.17180E+03  0.14040E+03 -0.18246E+03  0.14040E+03 -0.21717E+02 -0.35643E+03 -0.23921E+03 -0.45658E+03  0.00000E+00  0.00000E+00  0.18856E+03  0.25651E+03  0.74055E+02   7603  0.00000E+00      0.000
    1170.0000  0.11130E+00  0.49900E-01  0.11130E+00  0.49900E-01 -0.99429E-03 -0.17108E+03  0.14072E+03 -0.18173E+03  0.14072E+03 -0.21727E+02 -0.76699E+03 -0.28602E+03 -0.45831E+03  0.00000E+00  0.00000E+00  0.18752E+03  0.25651E+03  0.74778E+02   7623  0.00000E+00      0.000
    1180.0000  0.16400E-01  0.43600E-01  0.16400E-01  0.43600E-01 -0.98185E-03 -0.17069E+03  0.14135E+03 -0.18134E+03  0.14135E+03 -0.21737E+02 -0.69285E+03 -0.33356E+03 -0.46002E+03  0.00000E+00  0.00000E+00  0.18649E+03  0.25651E+03  0.75168E+02   7643  0.00000E+00      0.000
    1190.0000  0.23900E-01  0.23760E+00  0.23900E-01  0.23760E+00 -0.96958E-03 -0.17042E+03  0.14340E+03 -0.18107E+03  0.14340E+03 -0.21747E+02 -0.25461E+04 -0.52187E+03 -0.46170E+03  0.00000E+00  0.00000E+00  0.18426E+03  0.25651E+03  0.75437E+02   7663  0.00000E+00      0.000
    1200.0000  0.11800E-01  0.25900E+00  0.11800E-01  0.25900E+00 -0.96062E-03 -0.17845E+03  0.14549E+03 -0.18910E+03  0.14549E+03 -0.21757E+02 -0.15951E+03 -0.20784E+03 -0.46295E+03  0.00000E+00  0.00000E+00  0.19021E+03  0.26467E+03  0.75571E+02   7820  0.00000E+00      0.000
    1210.0000  0.17700E-01  0.45190E+00  0.17700E-01  0.45190E+00 -0.11126E-02 -0.17845E+03  0.14860E+03 -0.18910E+03  0.14860E+03 -0.21767E+02 -0.27896E+03 -0.26948E+03 -0.44252E+03  0.00000E+00  0.00000E+00  0.18731E+03  0.26480E+03  0.75697E+02   7861  0.00000E+00      0.000
    1220.0000  0.26100E-01  0.37510E+00  0.26100E-01  0.37510E+00 -0.24444E-02 -0.18618E+03  0.15344E+03 -0.19683E+03  0.15344E+03 -0.21783E+02 -0.14000E+03 -0.27595E+03 -0.33373E+03  0.00000E+00  0.00000E+00  0.19015E+03  0.27280E+03  0.75971E+02   7963  0.00000E+00      0.000
    1230.0000  0.44600E-01  0.53640E+00  0.44600E-01  0.53640E+00 -0.71825E-02 -0.18584E+03  0.15789E+03 -0.19649E+03  0.15789E+03 -0.21828E+02 -0.29223E+03 -0.39101E+03 -0.22637E+03  0.00000E+00  0.00000E+00  0.18539E+03  0.27280E+03  0.76313E+02   7983  0.00000E+00      0.000
    1240.0000  0.60600E-01  0.60710E+00  0.60600E-01  0.60710E+00 -0.16034E-01 -0.19353E+03  0.16209E+03 -0.20418E+03  0.16209E+03 -0.21941E+02 -0.13442E+03 -0.44209E+03 -0.16866E+03  0.00000E+00  0.00000E+00  0.18890E+03  0.28088E+03  0.76701E+02   8113  0.00000E+00      0.000
    1250.0000  0.21920E+00  0.30300E+00  0.21920E+00  0.30300E+00 -0.25405E-01 -0.19320E+03  0.16723E+03 -0.20385E+03  0.16723E+03 -0.22148E+02 -0.47866E+03 -0.74432E+03 -0.14182E+03  0.00000E+00  0.00000E+00  0.18315E+03  0.28162E+03  0.77765E+02   8155  0.00000E+00      0.000
    1260.0000  0.46740E+00  0.26000E-02  0.82942E-01  0.26000E-02 -0.31860E-01 -0.18917E+03  0.16755E+03 -0.20219E+03  0.16755E+03 -0.22439E+02 -0.10000E+06 -0.47430E+04 -0.12981E+03  0.00000E+00  0.00000E+00  0.18075E+03  0.28186E+03  0.79667E+02   8188  0.00000E+00      0.000
    1270.0000  0.26220E+00  0.87000E-02  0.26220E+00  0.87000E-02 -0.35268E-01 -0.19435E+03  0.16761E+03 -0.20881E+03  0.16761E+03 -0.22777E+02 -0.15377E+03 -0.13649E+03 -0.12347E+03  0.00000E+00  0.00000E+00  0.18697E+03  0.28995E+03  0.81141E+02   8308  0.00000E+00      0.000
    1280.0000 -0.36460E+00  0.16900E-01 -0.36460E+00  0.16900E-01 -0.37156E-01 -0.19256E+03  0.16773E+03 -0.20703E+03  0.16773E+03 -0.23140E+02 -0.17141E+03 -0.19589E+03 -0.12023E+03  0.00000E+00  0.00000E+00  0.18470E+03  0.29065E+03  0.83625E+02   8349  0.00000E+00      0.000
    1290.0000  0.22530E+00  0.58700E-01  0.22530E+00  0.58700E-01 -0.38254E-01 -0.19356E+03  0.16805E+03 -0.20802E+03  0.16805E+03 -0.23519E+02 -0.30508E+03 -0.20124E+03 -0.11933E+03  0.00000E+00  0.00000E+00  0.18501E+03  0.29367E+03  0.85651E+02   8453  0.00000E+00      0.000
    1300.0000  0.24200E-01  0.77900E-01  0.24200E-01  0.77900E-01 -0.37933E-01 -0.19489E+03  0.16910E+03 -0.20935E+03  0.16910E+03 -0.23901E+02 -0.21718E+03 -0.17871E+03 -0.11959E+03  0.00000E+00  0.00000E+00  0.18491E+03  0.29691E+03  0.87557E+02   8543  0.00000E+00      0.000
    1310.0000  0.11740E+00  0.34840E+00  0.11740E+00  0.34840E+00 -0.36881E-01 -0.21048E+03  0.17123E+03 -0.22495E+03  0.17123E+03 -0.24275E+02 -0.82632E+02 -0.47442E+02 -0.12047E+03  0.00000E+00  0.00000E+00  0.19802E+03  0.31362E+03  0.88674E+02   8737  0.00000E+00      0.000
    1320.0000  0.86200E-01  0.40540E+00  0.86199E-01  0.40540E+00 -0.35997E-01 -0.22028E+03  0.17400E+03 -0.23474E+03  0.17400E+03 -0.24640E+02 -0.75743E+02 -0.38077E+02 -0.12211E+03  0.00000E+00  0.00000E+00  0.20478E+03  0.32417E+03  0.89427E+02   8855  0.00000E+00      0.000
    1330.0000 -0.28450E+00  0.15920E+00 -0.28450E+00  0.15920E+00 -0.34810E-01 -0.22102E+03  0.17744E+03 -0.23549E+03  0.17744E+03 -0.24994E+02 -0.12926E+03 -0.10142E+03 -0.12431E+03  0.00000E+00  0.00000E+00  0.20174E+03  0.32569E+03  0.90205E+02   8926  0.00000E+00      0.000
    1340.0000  0.84800E-01  0.36400E+00  0.84800E-01  0.36400E+00 -0.33428E-01 -0.22699E+03  0.18080E+03 -0.24145E+03  0.18080E+03 -0.25335E+02 -0.13085E+03 -0.79356E+02 -0.12688E+03  0.00000E+00  0.00000E+00  0.20405E+03  0.33243E+03  0.90976E+02   9007  0.00000E+00      0.000
    1350.0000  0.55900E-01  0.22790E+00  0.55900E-01  0.22790E+00 -0.31925E-01 -0.22689E+03  0.18360E+03 -0.24136E+03  0.18360E+03 -0.25661E+02 -0.21787E+03 -0.13404E+03 -0.12967E+03  0.00000E+00  0.00000E+00  0.20066E+03  0.33299E+03  0.91634E+02   9069  0.00000E+00      0.000
    1360.0000  0.68000E-01  0.24550E+00  0.68000E-01  0.24550E+00 -0.30370E-01 -0.22685E+03  0.18601E+03 -0.24131E+03  0.18601E+03 -0.25973E+02 -0.36696E+03 -0.20120E+03 -0.13256E+03  0.00000E+00  0.00000E+00  0.19787E+03  0.33359E+03  0.92278E+02   9111  0.00000E+00      0.000
    1370.0000  0.17000E-01  0.61200E-01  0.17000E-01  0.61200E-01 -0.28946E-01 -0.22971E+03  0.18740E+03 -0.24417E+03  0.18740E+03 -0.26269E+02 -0.13465E+03 -0.14864E+03 -0.13520E+03  0.00000E+00  0.00000E+00  0.19898E+03  0.33683E+03  0.92663E+02   9181  0.00000E+00      0.000
    1380.0000  0.19120E+00  0.00000E+00  0.19120E+00  0.00000E+00 -0.28367E-01 -0.22839E+03  0.18746E+03 -0.24285E+03  0.18746E+03 -0.26553E+02 -0.51601E+03 -0.36176E+03 -0.13628E+03  0.00000E+00  0.00000E+00  0.19731E+03  0.33686E+03  0.94009E+02   9222  0.00000E+00      0.000
    1390.0000  0.17240E+00  0.13800E-01  0.17240E+00  0.13800E-01 -0.32076E-01 -0.22880E+03  0.18751E+03 -0.24326E+03  0.18751E+03 -0.26850E+02 -0.31540E+03 -0.24500E+03 -0.12940E+03  0.00000E+00  0.00000E+00  0.19737E+03  0.33854E+03  0.95275E+02   9273  0.00000E+00      0.000
    1400.0000  0.10480E+00  0.17500E-01  0.10480E+00  0.17500E-01 -0.48349E-01 -0.22788E+03  0.18763E+03 -0.24234E+03  0.18763E+03 -0.27240E+02 -0.61274E+03 -0.33445E+03 -0.11103E+03  0.00000E+00  0.00000E+00  0.19594E+03  0.33854E+03  0.96203E+02   9293  0.00000E+00      0.000
    1410.0000  0.33700E-01  0.88000E-02  0.33700E-01  0.88000E-02 -0.67466E-01 -0.22755E+03  0.18775E+03 -0.24201E+03  0.18775E+03 -0.27828E+02 -0.40063E+03 -0.32220E+03 -0.95385E+02  0.00000E+00  0.00000E+00  0.19490E+03  0.33877E+03  0.96758E+02   9335  0.00000E+00      0.000
    1420.0000 -0.78061E+01  0.70100E-01 -0.78061E+01  0.70100E-01 -0.84142E-01 -0.23531E+03  0.18797E+03 -0.24977E+03  0.18797E+03 -0.28608E+02 -0.27537E+02 -0.57235E+02 -0.89113E+02  0.00000E+00  0.00000E+00  0.20168E+03  0.34718E+03  0.97410E+02   9454  0.00000E+00      0.000
    1430.0000 -0.18340E+00  0.74000E-02 -0.18340E+00  0.74000E-02 -0.86031E-01 -0.23503E+03  0.18817E+03 -0.24949E+03  0.18817E+03 -0.29466E+02 -0.11946E+03 -0.10062E+03 -0.88402E+02  0.00000E+00  0.00000E+00  0.20033E+03  0.34738E+03  0.97893E+02   9512  0.00000E+00      0.000
    1440.0000  0.10200E-01  0.46000E-02  0.10200E-01  0.46000E-02 -0.82283E-01 -0.23652E+03  0.18824E+03 -0.25098E+03  0.18824E+03 -0.30310E+02 -0.13154E+03 -0.99758E+02 -0.89807E+02  0.00000E+00  0.00000E+00  0.20091E+03  0.34904E+03  0.98056E+02   9593  0.00000E+00      0.000
    1450.0000  0.37300E-01  0.16700E-01  0.37300E-01  0.16700E-01 -0.76043E-01 -0.23631E+03  0.18833E+03 -0.25078E+03  0.18833E+03 -0.31101E+02 -0.15569E+03 -0.11824E+03 -0.92148E+02  0.00000E+00  0.00000E+00  0.19982E+03  0.34904E+03  0.98264E+02   9613  0.00000E+00      0.000
    1460.0000  0.83000E-02  0.37000E-02  0.83000E-02  0.37000E-02 -0.68917E-01 -0.23612E+03  0.18843E+03 -0.25058E+03  0.18843E+03 -0.31825E+02 -0.16869E+03 -0.13324E+03 -0.94821E+02  0.00000E+00  0.00000E+00  0.19880E+03  0.34905E+03  0.98469E+02   9654  0.00000E+00      0.000
    1470.0000  0.15200E-01  0.68000E-02  0.15200E-01  0.68000E-02 -0.64362E-01 -0.23599E+03  0.18848E+03 -0.25045E+03  0.18848E+03 -0.32487E+02 -0.18290E+03 -0.14377E+03 -0.97818E+02  0.00000E+00  0.00000E+00  0.19796E+03  0.34905E+03  0.98598E+02   9674  0.00000E+00      0.000
    1480.0000  0.22100E-01  0.99000E-02  0.22100E-01  0.99000E-02 -0.61382E-01 -0.23577E+03  0.18858E+03 -0.25023E+03  0.18858E+03 -0.33114E+02 -0.20229E+03 -0.15790E+03 -0.10027E+03  0.00000E+00  0.00000E+00  0.19701E+03  0.34905E+03  0.98820E+02   9694  0.00000E+00      0.000
    1490.0000  0.30700E-01  0.13700E-01  0.30700E-01  0.13700E-01 -0.58809E-01 -0.23549E+03  0.18871E+03 -0.24995E+03  0.18871E+03 -0.33714E+02 -0.22695E+03 -0.17454E+03 -0.10239E+03  0.00000E+00  0.00000E+00  0.19601E+03  0.34905E+03  0.99100E+02   9714  0.00000E+00      0.000
    1500.0000  0.31800E-01  0.14200E-01  0.31800E-01  0.14200E-01 -0.56499E-01 -0.23533E+03  0.18882E+03 -0.24979E+03  0.18882E+03 -0.34290E+02 -0.23867E+03 -0.18612E+03 -0.10430E+03  0.00000E+00  0.00000E+00  0.19516E+03  0.34914E+03  0.99353E+02   9776  0.00000E+00      0.000
    1510.0000  0.39800E-01  0.17800E-01  0.39800E-01  0.17800E-01 -0.54458E-01 -0.23493E+03  0.18900E+03 -0.24939E+03  0.18900E+03 -0.34844E+02 -0.28471E+03 -0.20979E+03 -0.10598E+03  0.00000E+00  0.00000E+00  0.19403E+03  0.34914E+03  0.99747E+02   9796  0.00000E+00      0.000
    1520.0000  0.52500E-01  0.23500E-01  0.52500E-01  0.23500E-01 -0.52731E-01 -0.23442E+03  0.18923E+03 -0.24888E+03  0.18923E+03 -0.35379E+02 -0.36495E+03 -0.24370E+03 -0.10740E+03  0.00000E+00  0.00000E+00  0.19276E+03  0.34914E+03  0.10026E+03   9816  0.00000E+00      0.000
    1530.0000  0.43900E-01  0.19700E-01  0.43900E-01  0.19700E-01 -0.51341E-01 -0.23419E+03  0.18943E+03 -0.24865E+03  0.18943E+03 -0.35899E+02 -0.36515E+03 -0.25432E+03 -0.10855E+03  0.00000E+00  0.00000E+00  0.19182E+03  0.34935E+03  0.10070E+03   9878  0.00000E+00      0.000
    1534.0000  0.66300E-01  0.29700E-01  0.66300E-01  0.29700E-01 -0.50878E-01 -0.23394E+03  0.18954E+03 -0.24840E+03  0.18954E+03 -0.36104E+02 -0.47668E+03 -0.26992E+03 -0.10893E+03  0.00000E+00  0.00000E+00  0.19126E+03  0.34935E+03  0.10095E+03   9886  0.00000E+00      0.000
    1540.0000  0.46000E-01  0.77600E-01  0.46000E-01  0.77600E-01 -0.50273E-01 -0.23361E+03  0.18994E+03 -0.24807E+03  0.18994E+03 -0.36407E+02 -0.64562E+03 -0.30364E+03 -0.10943E+03  0.00000E+00  0.00000E+00  0.19024E+03  0.34935E+03  0.10128E+03   9898  0.00000E+00      0.000
    1550.0000  0.22700E-01  0.20670E+00  0.22700E-01  0.20670E+00 -0.49457E-01 -0.23324E+03  0.19128E+03 -0.24770E+03  0.19128E+03 -0.36905E+02 -0.11949E+04 -0.41310E+03 -0.11010E+03  0.00000E+00  0.00000E+00  0.18809E+03  0.34935E+03  0.10165E+03   9918  0.00000E+00      0.000
    1560.0000  0.18300E-01  0.26860E+00  0.18300E-01  0.26860E+00 -0.48793E-01 -0.23310E+03  0.19351E+03 -0.24756E+03  0.19351E+03 -0.37396E+02 -0.50274E+04 -0.67464E+03 -0.11064E+03  0.00000E+00  0.00000E+00  0.18529E+03  0.34942E+03  0.10186E+03   9960  0.00000E+00      0.000
