 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:   9:57:37
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

    4000.0000  0.15700E-01  0.71000E-02  0.15700E-01  0.71000E-02 -0.14494E-01 -0.65672E+03  0.50744E+03 -0.69262E+03  0.50744E+03 -0.17011E+03 -0.23693E+03 -0.19388E+03 -0.17516E+03  0.00000E+00  0.00000E+00  0.18528E+03  0.96293E+03  0.27031E+03  27093  0.00000E+00      0.000
    4010.0000  0.30100E-01  0.13500E-01  0.30100E-01  0.13500E-01 -0.14403E-01 -0.65640E+03  0.50759E+03 -0.69230E+03  0.50758E+03 -0.17025E+03 -0.28187E+03 -0.22090E+03 -0.17555E+03  0.00000E+00  0.00000E+00  0.18468E+03  0.96293E+03  0.27063E+03  27113  0.00000E+00      0.000
    4020.0000  0.14900E-01  0.67000E-02  0.14900E-01  0.67000E-02 -0.14394E-01 -0.65620E+03  0.50768E+03 -0.69210E+03  0.50767E+03 -0.17040E+03 -0.29151E+03 -0.23794E+03 -0.17559E+03  0.00000E+00  0.00000E+00  0.18424E+03  0.96293E+03  0.27083E+03  27133  0.00000E+00      0.000
    4030.0000  0.28400E-01  0.12800E-01  0.28400E-01  0.12800E-01 -0.14468E-01 -0.65598E+03  0.50777E+03 -0.69189E+03  0.50777E+03 -0.17054E+03 -0.32510E+03 -0.25633E+03 -0.17528E+03  0.00000E+00  0.00000E+00  0.18379E+03  0.96293E+03  0.27104E+03  27153  0.00000E+00      0.000
    4040.0000  0.29300E-01  0.13100E-01  0.29300E-01  0.13100E-01 -0.14620E-01 -0.65563E+03  0.50793E+03 -0.69154E+03  0.50792E+03 -0.17069E+03 -0.39809E+03 -0.28899E+03 -0.17462E+03  0.00000E+00  0.00000E+00  0.18313E+03  0.96293E+03  0.27139E+03  27173  0.00000E+00      0.000
    4050.0000  0.31200E-01  0.14000E-01  0.31200E-01  0.14000E-01 -0.14834E-01 -0.65535E+03  0.50806E+03 -0.69125E+03  0.50805E+03 -0.17083E+03 -0.44557E+03 -0.31684E+03 -0.17371E+03  0.00000E+00  0.00000E+00  0.18257E+03  0.96293E+03  0.27168E+03  27193  0.00000E+00      0.000
    4060.0000  0.36200E-01  0.16200E-01  0.36200E-01  0.16200E-01 -0.15095E-01 -0.65507E+03  0.50818E+03 -0.69097E+03  0.50818E+03 -0.17098E+03 -0.52439E+03 -0.34600E+03 -0.17259E+03  0.00000E+00  0.00000E+00  0.18202E+03  0.96293E+03  0.27196E+03  27213  0.00000E+00      0.000
    4070.0000  0.47000E-01  0.21000E-01  0.47000E-01  0.21000E-01 -0.15381E-01 -0.65480E+03  0.50834E+03 -0.69070E+03  0.50833E+03 -0.17114E+03 -0.61330E+03 -0.37887E+03 -0.17137E+03  0.00000E+00  0.00000E+00  0.18145E+03  0.96300E+03  0.27230E+03  27254  0.00000E+00      0.000
    4080.0000 -0.11720E+00  0.19200E-01 -0.11720E+00  0.19200E-01 -0.15674E-01 -0.65569E+03  0.50851E+03 -0.69159E+03  0.50851E+03 -0.17129E+03 -0.29604E+03 -0.31449E+03 -0.17012E+03  0.00000E+00  0.00000E+00  0.18201E+03  0.96429E+03  0.27270E+03  27358  0.00000E+00      0.000
    4090.0000  0.60800E-01  0.27200E-01  0.60800E-01  0.27200E-01 -0.15959E-01 -0.65503E+03  0.50881E+03 -0.69093E+03  0.50880E+03 -0.17145E+03 -0.11003E+04 -0.38023E+03 -0.16890E+03  0.00000E+00  0.00000E+00  0.18091E+03  0.96429E+03  0.27335E+03  27379  0.00000E+00      0.000
    4100.0000 -0.48000E-02  0.34000E-01 -0.48000E-02  0.34000E-01 -0.16221E-01 -0.65498E+03  0.50920E+03 -0.69088E+03  0.50919E+03 -0.17161E+03 -0.59097E+03 -0.39615E+03 -0.16778E+03  0.00000E+00  0.00000E+00  0.18032E+03  0.96457E+03  0.27369E+03  27461  0.00000E+00      0.000
    4110.0000  0.20400E-01  0.19640E+00  0.20400E-01  0.19640E+00 -0.16455E-01 -0.65474E+03  0.51052E+03 -0.69065E+03  0.51051E+03 -0.17178E+03 -0.13496E+04 -0.52473E+03 -0.16677E+03  0.00000E+00  0.00000E+00  0.17868E+03  0.96457E+03  0.27392E+03  27482  0.00000E+00      0.000
    4120.0000  0.82000E-02  0.15820E+00  0.82004E-02  0.15820E+00 -0.16655E-01 -0.66255E+03  0.51298E+03 -0.69845E+03  0.51297E+03 -0.17194E+03 -0.13448E+03 -0.28633E+03 -0.16592E+03  0.00000E+00  0.00000E+00  0.18389E+03  0.97257E+03  0.27411E+03  27627  0.00000E+00      0.000
    4130.0000 -0.56800E-01  0.32960E+00 -0.56800E-01  0.32960E+00 -0.16816E-01 -0.66248E+03  0.51622E+03 -0.69839E+03  0.51621E+03 -0.17211E+03 -0.27091E+03 -0.36660E+03 -0.16523E+03  0.00000E+00  0.00000E+00  0.18048E+03  0.97264E+03  0.27425E+03  27669  0.00000E+00      0.000
    4140.0000  0.52600E-01  0.77990E+00  0.52600E-01  0.77990E+00 -0.16939E-01 -0.67050E+03  0.52078E+03 -0.70640E+03  0.52077E+03 -0.17228E+03 -0.12249E+03 -0.41797E+03 -0.16470E+03  0.00000E+00  0.00000E+00  0.18390E+03  0.98089E+03  0.27449E+03  27797  0.00000E+00      0.000
    4150.0000 -0.11778E+01  0.15260E+00 -0.11778E+01  0.15260E+00 -0.17024E-01 -0.67136E+03  0.52525E+03 -0.70726E+03  0.52525E+03 -0.17245E+03 -0.10140E+03 -0.60518E+03 -0.16434E+03  0.00000E+00  0.00000E+00  0.17991E+03  0.98208E+03  0.27482E+03  27840  0.00000E+00      0.000
    4160.0000  0.47700E-01  0.49580E+00  0.47699E-01  0.49580E+00 -0.17074E-01 -0.67885E+03  0.53093E+03 -0.71476E+03  0.53093E+03 -0.17262E+03 -0.11366E+03 -0.10829E+04 -0.16412E+03  0.00000E+00  0.00000E+00  0.18168E+03  0.99008E+03  0.27532E+03  27943  0.00000E+00      0.000
    4170.0000  0.17520E+00  0.56950E+00  0.17520E+00  0.56950E+00 -0.17093E-01 -0.67822E+03  0.53628E+03 -0.71412E+03  0.53628E+03 -0.17279E+03 -0.36814E+03 -0.19605E+04 -0.16404E+03  0.00000E+00  0.00000E+00  0.17564E+03  0.99017E+03  0.27604E+03  27988  0.00000E+00      0.000
    4180.0000  0.38150E+00  0.00000E+00  0.70193E-01  0.00000E+00 -0.17083E-01 -0.67501E+03  0.53752E+03 -0.71271E+03  0.53751E+03 -0.17296E+03 -0.10000E+06 -0.70771E+03 -0.16409E+03  0.00000E+00  0.00000E+00  0.17259E+03  0.99021E+03  0.27750E+03  28020  0.00000E+00      0.000
    4190.0000 -0.19483E+01  0.34000E-02 -0.19483E+01  0.34000E-02 -0.17045E-01 -0.68426E+03  0.53754E+03 -0.72196E+03  0.53754E+03 -0.17313E+03 -0.61570E+02 -0.64398E+02 -0.16425E+03  0.00000E+00  0.00000E+00  0.18165E+03  0.10010E+04  0.27900E+03  28218  0.00000E+00      0.000
    4200.0000  0.32720E+00  0.20300E-01  0.32720E+00  0.20300E-01 -0.16984E-01 -0.68173E+03  0.53766E+03 -0.71943E+03  0.53765E+03 -0.17330E+03 -0.43613E+03 -0.24136E+03 -0.16451E+03  0.00000E+00  0.00000E+00  0.17884E+03  0.10010E+04  0.28157E+03  28241  0.00000E+00      0.000
    4210.0000  0.30730E+00  0.59100E-01  0.30730E+00  0.59100E-01 -0.16901E-01 -0.68588E+03  0.53787E+03 -0.72357E+03  0.53786E+03 -0.17347E+03 -0.13120E+03 -0.10284E+03 -0.16487E+03  0.00000E+00  0.00000E+00  0.18261E+03  0.10071E+04  0.28355E+03  28335  0.00000E+00      0.000
    4220.0000  0.13950E+00  0.10940E+00  0.13950E+00  0.10940E+00 -0.16797E-01 -0.68348E+03  0.53887E+03 -0.72117E+03  0.53887E+03 -0.17364E+03 -0.61504E+03 -0.24909E+03 -0.16531E+03  0.00000E+00  0.00000E+00  0.17907E+03  0.10071E+04  0.28594E+03  28356  0.00000E+00      0.000
    4230.0000 -0.79039E+01  0.10960E+00 -0.79039E+01  0.10960E+00 -0.16662E-01 -0.70733E+03  0.54021E+03 -0.74502E+03  0.54020E+03 -0.17380E+03 -0.23968E+02 -0.14699E+02 -0.16582E+03  0.00000E+00  0.00000E+00  0.20139E+03  0.10318E+04  0.28680E+03  30359  0.00000E+00      0.000
    4240.0000  0.48800E-01  0.20200E+00  0.48800E-01  0.20200E+00 -0.16551E-01 -0.72167E+03  0.54243E+03 -0.75937E+03  0.54242E+03 -0.17396E+03 -0.12128E+03 -0.77086E+02 -0.16636E+03  0.00000E+00  0.00000E+00  0.21325E+03  0.10469E+04  0.28743E+03  36133  0.00000E+00      0.000
    4250.0000  0.54500E-01  0.24800E+00  0.54500E-01  0.24800E+00 -0.16393E-01 -0.72816E+03  0.54470E+03 -0.76585E+03  0.54469E+03 -0.17412E+03 -0.13044E+03 -0.81233E+02 -0.16704E+03  0.00000E+00  0.00000E+00  0.21731E+03  0.10539E+04  0.28795E+03  36226  0.00000E+00      0.000
    4260.0000 -0.81100E-01  0.12400E+00 -0.81100E-01  0.12400E+00 -0.16226E-01 -0.72823E+03  0.54772E+03 -0.76592E+03  0.54772E+03 -0.17429E+03 -0.17718E+03 -0.13846E+03 -0.16775E+03  0.00000E+00  0.00000E+00  0.21422E+03  0.10546E+04  0.28863E+03  36288  0.00000E+00      0.000
    4270.0000  0.70600E-01  0.29790E+00  0.70600E-01  0.29790E+00 -0.17738E+00 -0.73359E+03  0.55002E+03 -0.77129E+03  0.55002E+03 -0.17480E+03 -0.15066E+03 -0.94254E+02 -0.65700E+02  0.00000E+00  0.00000E+00  0.21681E+03  0.10605E+04  0.28917E+03  36375  0.00000E+00      0.000
    4280.0000  0.58300E-01  0.21030E+00  0.58300E-01  0.21030E+00 -0.33575E+00 -0.73349E+03  0.55257E+03 -0.77118E+03  0.55257E+03 -0.17778E+03 -0.19949E+03 -0.14808E+03 -0.48982E+02  0.00000E+00  0.00000E+00  0.21112E+03  0.10611E+04  0.28983E+03  36417  0.00000E+00      0.000
    4290.0000  0.28800E-01  0.10370E+00  0.28800E-01  0.10370E+00 -0.28888E+00 -0.73340E+03  0.55431E+03 -0.77109E+03  0.55430E+03 -0.18094E+03 -0.29716E+03 -0.19936E+03 -0.53031E+02  0.00000E+00  0.00000E+00  0.20612E+03  0.10615E+04  0.29031E+03  36459  0.00000E+00      0.000
    4300.0000  0.15210E+00  0.00000E+00  0.15210E+00  0.00000E+00 -0.22216E+00 -0.73231E+03  0.55459E+03 -0.77000E+03  0.55459E+03 -0.18347E+03 -0.29964E+04 -0.75887E+03 -0.58799E+02  0.00000E+00  0.00000E+00  0.20216E+03  0.10615E+04  0.29144E+03  36479  0.00000E+00      0.000
    4310.0000  0.82400E-01  0.91000E-02  0.82400E-01  0.91000E-02 -0.18416E+00 -0.73234E+03  0.55463E+03 -0.77010E+03  0.55462E+03 -0.18547E+03 -0.31242E+03 -0.30759E+03 -0.64315E+02  0.00000E+00  0.00000E+00  0.20023E+03  0.10628E+04  0.29263E+03  36543  0.00000E+00      0.000
    4320.0000  0.68900E-01  0.10300E-01  0.68900E-01  0.10300E-01 -0.15909E+00 -0.73161E+03  0.55471E+03 -0.76937E+03  0.55470E+03 -0.18718E+03 -0.82654E+03 -0.45727E+03 -0.68743E+02  0.00000E+00  0.00000E+00  0.19771E+03  0.10629E+04  0.29342E+03  36585  0.00000E+00      0.000
    4330.0000 -0.34600E+00  0.10600E-01 -0.34600E+00  0.10600E-01 -0.14257E+00 -0.73150E+03  0.55483E+03 -0.76927E+03  0.55482E+03 -0.18868E+03 -0.27795E+03 -0.41883E+03 -0.71662E+02  0.00000E+00  0.00000E+00  0.19599E+03  0.10634E+04  0.29402E+03  36647  0.00000E+00      0.000
    4340.0000  0.51300E-01  0.17500E-01  0.51300E-01  0.17500E-01 -0.12843E+00 -0.73146E+03  0.55502E+03 -0.76922E+03  0.55501E+03 -0.19003E+03 -0.52255E+03 -0.40103E+03 -0.74160E+02  0.00000E+00  0.00000E+00  0.19440E+03  0.10640E+04  0.29469E+03  36698  0.00000E+00      0.000
    4350.0000  0.17200E-01  0.77000E-02  0.17200E-01  0.77000E-02 -0.11707E+00 -0.73908E+03  0.55517E+03 -0.77684E+03  0.55516E+03 -0.19125E+03 -0.13552E+03 -0.10447E+03 -0.76753E+02  0.00000E+00  0.00000E+00  0.20065E+03  0.10720E+04  0.29507E+03  36800  0.00000E+00      0.000
    4360.0000  0.16200E-01  0.73000E-02  0.16200E-01  0.73000E-02 -0.10719E+00 -0.73873E+03  0.55532E+03 -0.77650E+03  0.55532E+03 -0.19237E+03 -0.16402E+03 -0.13008E+03 -0.80458E+02  0.00000E+00  0.00000E+00  0.19903E+03  0.10720E+04  0.29542E+03  36820  0.00000E+00      0.000
    4370.0000  0.23500E-01  0.10500E-01  0.23500E-01  0.10500E-01 -0.95922E-01 -0.73847E+03  0.55544E+03 -0.77623E+03  0.55543E+03 -0.19338E+03 -0.18865E+03 -0.14822E+03 -0.84688E+02  0.00000E+00  0.00000E+00  0.19763E+03  0.10720E+04  0.29569E+03  36840  0.00000E+00      0.000
    4380.0000  0.36500E-01  0.16300E-01  0.36500E-01  0.16300E-01 -0.84468E-01 -0.73799E+03  0.55565E+03 -0.77575E+03  0.55565E+03 -0.19428E+03 -0.22793E+03 -0.17576E+03 -0.88985E+02  0.00000E+00  0.00000E+00  0.19604E+03  0.10720E+04  0.29616E+03  36860  0.00000E+00      0.000
    4390.0000  0.50000E-01  0.22400E-01  0.50000E-01  0.22400E-01 -0.73657E-01 -0.73778E+03  0.55575E+03 -0.77555E+03  0.55574E+03 -0.19507E+03 -0.24218E+03 -0.18772E+03 -0.93041E+02  0.00000E+00  0.00000E+00  0.19496E+03  0.10720E+04  0.29637E+03  36880  0.00000E+00      0.000
    4400.0000  0.22900E-01  0.10300E-01  0.22900E-01  0.10300E-01 -0.65613E-01 -0.73752E+03  0.55586E+03 -0.77529E+03  0.55586E+03 -0.19576E+03 -0.26075E+03 -0.20464E+03 -0.96787E+02  0.00000E+00  0.00000E+00  0.19389E+03  0.10720E+04  0.29663E+03  36900  0.00000E+00      0.000
    4410.0000  0.33700E-01  0.15100E-01  0.33700E-01  0.15100E-01 -0.62050E-01 -0.73724E+03  0.55599E+03 -0.77500E+03  0.55599E+03 -0.19639E+03 -0.29593E+03 -0.22371E+03 -0.99724E+02  0.00000E+00  0.00000E+00  0.19284E+03  0.10720E+04  0.29692E+03  36920  0.00000E+00      0.000
    4420.0000  0.42300E-01  0.18900E-01  0.42300E-01  0.18900E-01 -0.59181E-01 -0.73687E+03  0.55616E+03 -0.77463E+03  0.55615E+03 -0.19700E+03 -0.35797E+03 -0.25021E+03 -0.10209E+03  0.00000E+00  0.00000E+00  0.19170E+03  0.10720E+04  0.29729E+03  36940  0.00000E+00      0.000
    4430.0000  0.31200E-01  0.14000E-01  0.31200E-01  0.14000E-01 -0.56604E-01 -0.73643E+03  0.55635E+03 -0.77419E+03  0.55635E+03 -0.19757E+03 -0.42154E+03 -0.28482E+03 -0.10421E+03  0.00000E+00  0.00000E+00  0.19049E+03  0.10720E+04  0.29772E+03  36960  0.00000E+00      0.000
    4440.0000  0.55800E-01  0.25000E-01  0.55800E-01  0.25000E-01 -0.54207E-01 -0.73597E+03  0.55656E+03 -0.77373E+03  0.55655E+03 -0.19813E+03 -0.60081E+03 -0.32820E+03 -0.10618E+03  0.00000E+00  0.00000E+00  0.18927E+03  0.10720E+04  0.29818E+03  36980  0.00000E+00      0.000
    4450.0000  0.37600E-01  0.16800E-01  0.37600E-01  0.16800E-01 -0.51953E-01 -0.73564E+03  0.55679E+03 -0.77340E+03  0.55678E+03 -0.19866E+03 -0.74908E+03 -0.35582E+03 -0.10804E+03  0.00000E+00  0.00000E+00  0.18818E+03  0.10722E+04  0.29869E+03  37042  0.00000E+00      0.000
    4460.0000  0.61500E-01  0.84500E-01  0.61500E-01  0.84500E-01 -0.49833E-01 -0.73498E+03  0.55725E+03 -0.77274E+03  0.55725E+03 -0.19917E+03 -0.16137E+05 -0.47911E+03 -0.10979E+03  0.00000E+00  0.00000E+00  0.18658E+03  0.10722E+04  0.29935E+03  37062  0.00000E+00      0.000
    4470.0000  0.12700E-01  0.72800E-01  0.12700E-01  0.72800E-01 -0.47838E-01 -0.73511E+03  0.55795E+03 -0.77287E+03  0.55794E+03 -0.19965E+03 -0.10713E+04 -0.46368E+03 -0.11143E+03  0.00000E+00  0.00000E+00  0.18551E+03  0.10726E+04  0.29963E+03  37112  0.00000E+00      0.000
    4480.0000  0.15800E-01  0.19310E+00  0.15800E-01  0.19310E+00 -0.45961E-01 -0.73488E+03  0.56017E+03 -0.77264E+03  0.56017E+03 -0.20012E+03 -0.43662E+05 -0.86480E+03 -0.11298E+03  0.00000E+00  0.00000E+00  0.18266E+03  0.10726E+04  0.29985E+03  37132  0.00000E+00      0.000
    4490.0000  0.15100E-01  0.36000E+00  0.15100E-01  0.36000E+00 -0.44189E-01 -0.74275E+03  0.56279E+03 -0.78051E+03  0.56279E+03 -0.20057E+03 -0.22860E+03 -0.28544E+03 -0.11444E+03  0.00000E+00  0.00000E+00  0.18748E+03  0.10806E+04  0.29998E+03  37286  0.00000E+00      0.000
    4500.0000  0.21300E-01  0.46060E+00  0.21300E-01  0.46060E+00 -0.42505E-01 -0.74470E+03  0.56658E+03 -0.78247E+03  0.56658E+03 -0.20101E+03 -0.17767E+03 -0.37384E+03 -0.11582E+03  0.00000E+00  0.00000E+00  0.18534E+03  0.10827E+04  0.30014E+03  37332  0.00000E+00      0.000
    4510.0000  0.39100E-01  0.53440E+00  0.39100E-01  0.53440E+00 -0.40891E-01 -0.75252E+03  0.57049E+03 -0.79028E+03  0.57048E+03 -0.20142E+03 -0.14295E+03 -0.33104E+03 -0.11715E+03  0.00000E+00  0.00000E+00  0.18891E+03  0.10907E+04  0.30039E+03  37470  0.00000E+00      0.000
    4520.0000  0.34200E-01  0.38950E+00  0.34200E-01  0.38950E+00 -0.39332E-01 -0.75436E+03  0.57457E+03 -0.79213E+03  0.57456E+03 -0.20182E+03 -0.16842E+03 -0.40160E+03 -0.11844E+03  0.00000E+00  0.00000E+00  0.18631E+03  0.10929E+04  0.30072E+03  37555  0.00000E+00      0.000
    4530.0000  0.53000E-01  0.50230E+00  0.53001E-01  0.50230E+00 -0.37815E-01 -0.76512E+03  0.57789E+03 -0.80289E+03  0.57789E+03 -0.20221E+03 -0.10188E+03 -0.20666E+03 -0.11969E+03  0.00000E+00  0.00000E+00  0.19350E+03  0.11040E+04  0.30104E+03  37714  0.00000E+00      0.000
    4540.0000  0.47180E+00  0.00000E+00  0.47180E+00  0.00000E+00 -0.36569E-01 -0.76332E+03  0.58163E+03 -0.80108E+03  0.58162E+03 -0.20258E+03 -0.15437E+04 -0.18303E+03 -0.12105E+03  0.00000E+00  0.00000E+00  0.18747E+03  0.11042E+04  0.30304E+03  37756  0.00000E+00      0.000
    4550.0000  0.29100E+00  0.40000E-02  0.12000E+00  0.40000E-02 -0.35626E-01 -0.75924E+03  0.58164E+03 -0.79888E+03  0.58164E+03 -0.20294E+03 -0.10000E+06 -0.21254E+04 -0.12280E+03  0.00000E+00  0.00000E+00  0.18490E+03  0.11042E+04  0.30524E+03  37797  0.00000E+00      0.000
    4560.0000  0.27530E+00  0.11500E-01  0.27530E+00  0.11500E-01 -0.34571E-01 -0.76576E+03  0.58170E+03 -0.80554E+03  0.58169E+03 -0.20329E+03 -0.15821E+03 -0.13526E+03 -0.12476E+03  0.00000E+00  0.00000E+00  0.19115E+03  0.11127E+04  0.30708E+03  37915  0.00000E+00      0.000
    4570.0000  0.29460E+00  0.25600E-01  0.29460E+00  0.25600E-01 -0.33446E-01 -0.76738E+03  0.58185E+03 -0.80716E+03  0.58184E+03 -0.20363E+03 -0.17645E+03 -0.13616E+03 -0.12685E+03  0.00000E+00  0.00000E+00  0.19229E+03  0.11166E+04  0.30934E+03  37998  0.00000E+00      0.000
    4580.0000  0.30120E+00  0.11150E+00  0.30120E+00  0.11150E+00 -0.32280E-01 -0.76904E+03  0.58232E+03 -0.80882E+03  0.58231E+03 -0.20396E+03 -0.17629E+03 -0.12371E+03 -0.12901E+03  0.00000E+00  0.00000E+00  0.19317E+03  0.11202E+04  0.31130E+03  38082  0.00000E+00      0.000
    4590.0000  0.19680E+00  0.30000E+00  0.19680E+00  0.30000E+00 -0.31087E-01 -0.76686E+03  0.58419E+03 -0.80664E+03  0.58419E+03 -0.20428E+03 -0.23271E+04 -0.28671E+03 -0.13123E+03  0.00000E+00  0.00000E+00  0.18890E+03  0.11202E+04  0.31353E+03  38102  0.00000E+00      0.000
    4600.0000 -0.47370E+00  0.35570E+00 -0.47370E+00  0.35570E+00 -0.29876E-01 -0.77302E+03  0.58668E+03 -0.81279E+03  0.58668E+03 -0.20458E+03 -0.12493E+03 -0.11916E+03 -0.13348E+03  0.00000E+00  0.00000E+00  0.19233E+03  0.11274E+04  0.31450E+03  38231  0.00000E+00      0.000
    4602.0000  0.74800E-01  0.28490E+00  0.74800E-01  0.28490E+00 -0.29632E-01 -0.77300E+03  0.58719E+03 -0.81278E+03  0.58718E+03 -0.20464E+03 -0.18057E+03 -0.13201E+03 -0.13393E+03  0.00000E+00  0.00000E+00  0.19177E+03  0.11275E+04  0.31464E+03  38256  0.00000E+00      0.000
    4610.0000  0.72100E-01  0.31290E+00  0.72100E-01  0.31290E+00 -0.28655E-01 -0.77229E+03  0.59017E+03 -0.81207E+03  0.59016E+03 -0.20487E+03 -0.73103E+03 -0.27836E+03 -0.13574E+03  0.00000E+00  0.00000E+00  0.18786E+03  0.11275E+04  0.31535E+03  38272  0.00000E+00      0.000
    4620.0000  0.16400E-01  0.16050E+00  0.16400E-01  0.16050E+00 -0.27433E-01 -0.77313E+03  0.59307E+03 -0.81293E+03  0.59307E+03 -0.20515E+03 -0.34333E+03 -0.39476E+03 -0.13801E+03  0.00000E+00  0.00000E+00  0.18558E+03  0.11290E+04  0.31597E+03  38357  0.00000E+00      0.000
    4630.0000  0.92900E-01  0.39880E+00  0.92900E-01  0.39880E+00 -0.26226E-01 -0.77695E+03  0.59678E+03 -0.81675E+03  0.59677E+03 -0.20542E+03 -0.43332E+03 -0.32459E+03 -0.14026E+03  0.00000E+00  0.00000E+00  0.18551E+03  0.11337E+04  0.31683E+03  38483  0.00000E+00      0.000
    4640.0000  0.77800E-01  0.30120E+00  0.77800E-01  0.30120E+00 -0.25061E-01 -0.78117E+03  0.59921E+03 -0.82097E+03  0.59920E+03 -0.20568E+03 -0.27393E+03 -0.23135E+03 -0.14242E+03  0.00000E+00  0.00000E+00  0.18712E+03  0.11385E+04  0.31742E+03  38558  0.00000E+00      0.000
    4650.0000  0.62500E-01  0.22550E+00  0.62500E-01  0.22550E+00 -0.23989E-01 -0.78109E+03  0.60110E+03 -0.82089E+03  0.60110E+03 -0.20592E+03 -0.39481E+03 -0.30063E+03 -0.14441E+03  0.00000E+00  0.00000E+00  0.18495E+03  0.11389E+04  0.31794E+03  38619  0.00000E+00      0.000
    4660.0000  0.11480E+00  0.00000E+00  0.11480E+00  0.00000E+00 -0.22757E-01 -0.78098E+03  0.60211E+03 -0.82078E+03  0.60210E+03 -0.20616E+03 -0.10612E+04 -0.75979E+03 -0.14670E+03  0.00000E+00  0.00000E+00  0.18351E+03  0.11393E+04  0.31846E+03  38700  0.00000E+00      0.000
    4670.0000  0.10380E+00  0.24000E-02  0.10380E+00  0.24000E-02 -0.21900E-01 -0.78035E+03  0.60211E+03 -0.82015E+03  0.60211E+03 -0.20638E+03 -0.14643E+05 -0.10298E+04 -0.14829E+03  0.00000E+00  0.00000E+00  0.18265E+03  0.11397E+04  0.31945E+03  38745  0.00000E+00      0.000
    4680.0000 -0.72000E-01  0.61000E-02 -0.72000E-01  0.61000E-02 -0.21205E-01 -0.78473E+03  0.60216E+03 -0.82454E+03  0.60216E+03 -0.20660E+03 -0.19122E+03 -0.18722E+03 -0.14958E+03  0.00000E+00  0.00000E+00  0.18678E+03  0.11448E+04  0.32016E+03  38874  0.00000E+00      0.000
    4690.0000  0.54200E-01  0.10500E-01  0.54200E-01  0.10500E-01 -0.20654E-01 -0.78468E+03  0.60227E+03 -0.82449E+03  0.60227E+03 -0.20680E+03 -0.26228E+03 -0.21656E+03 -0.15061E+03  0.00000E+00  0.00000E+00  0.18641E+03  0.11454E+04  0.32088E+03  38936  0.00000E+00      0.000
    4700.0000  0.64300E-01  0.18700E-01  0.64300E-01  0.18700E-01 -0.20262E-01 -0.78426E+03  0.60244E+03 -0.82407E+03  0.60243E+03 -0.20701E+03 -0.33625E+03 -0.24827E+03 -0.15134E+03  0.00000E+00  0.00000E+00  0.18562E+03  0.11457E+04  0.32153E+03  38997  0.00000E+00      0.000
    4710.0000  0.49100E-01  0.19300E-01  0.49100E-01  0.19300E-01 -0.20052E-01 -0.79165E+03  0.60264E+03 -0.83146E+03  0.60264E+03 -0.20721E+03 -0.10372E+03 -0.74263E+02 -0.15173E+03  0.00000E+00  0.00000E+00  0.19261E+03  0.11537E+04  0.32214E+03  39087  0.00000E+00      0.000
    4720.0000  0.37600E-01  0.16900E-01  0.37600E-01  0.16900E-01 -0.20029E-01 -0.79119E+03  0.60284E+03 -0.83100E+03  0.60284E+03 -0.20741E+03 -0.14531E+03 -0.11052E+03 -0.15177E+03  0.00000E+00  0.00000E+00  0.19174E+03  0.11537E+04  0.32261E+03  39107  0.00000E+00      0.000
    4730.0000  0.30900E-01  0.13900E-01  0.30900E-01  0.13900E-01 -0.20168E-01 -0.79079E+03  0.60303E+03 -0.83060E+03  0.60302E+03 -0.20761E+03 -0.17401E+03 -0.13450E+03 -0.15151E+03  0.00000E+00  0.00000E+00  0.19095E+03  0.11537E+04  0.32301E+03  39127  0.00000E+00      0.000
    4740.0000  0.27900E-01  0.12500E-01  0.27900E-01  0.12500E-01 -0.20416E-01 -0.79059E+03  0.60311E+03 -0.83040E+03  0.60311E+03 -0.20781E+03 -0.18831E+03 -0.14878E+03 -0.15105E+03  0.00000E+00  0.00000E+00  0.19047E+03  0.11537E+04  0.32320E+03  39147  0.00000E+00      0.000
    4750.0000  0.30100E-01  0.13500E-01  0.30100E-01  0.13500E-01 -0.20710E-01 -0.79036E+03  0.60322E+03 -0.83017E+03  0.60321E+03 -0.20802E+03 -0.20695E+03 -0.16323E+03 -0.15051E+03  0.00000E+00  0.00000E+00  0.18993E+03  0.11537E+04  0.32343E+03  39167  0.00000E+00      0.000
    4760.0000  0.35100E-01  0.15700E-01  0.35100E-01  0.15700E-01 -0.20991E-01 -0.79005E+03  0.60335E+03 -0.82987E+03  0.60335E+03 -0.20823E+03 -0.23455E+03 -0.18209E+03 -0.14998E+03  0.00000E+00  0.00000E+00  0.18928E+03  0.11537E+04  0.32374E+03  39187  0.00000E+00      0.000
    4770.0000  0.34500E-01  0.15500E-01  0.34500E-01  0.15500E-01 -0.21215E-01 -0.78978E+03  0.60347E+03 -0.82960E+03  0.60347E+03 -0.20844E+03 -0.25802E+03 -0.19903E+03 -0.14957E+03  0.00000E+00  0.00000E+00  0.18868E+03  0.11537E+04  0.32401E+03  39207  0.00000E+00      0.000
