 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:   9:57:37
 Units: L = cm   , T = days , M = mmol 



                                   Node(51)                         Node(101)                         Node(151)                         Node(201)                         Node(251)                         Node(301)                         Node(351)                         Node(401)

         time           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux
         6780.00      -24.8200  0.3240 -1.000e+00      -122.250  0.3725 -6.320e-02      -308.410  0.3066 -4.980e-02      -238.670  0.2941 -2.990e-02      -171.940  0.2121 -2.070e-02      -115.210 0.08050 -2.450e-02      -114.120  0.1344 -2.900e-02      -122.600  0.2774 -3.570e-02
         6790.00      -50.9700  0.3177 -2.540e-01      -44.6700  0.4034 -2.480e-01      -259.320  0.3161 -1.750e-01      -226.250  0.2978 -6.000e-02      -171.190  0.2124 -2.440e-02      -116.150 0.08020 -2.350e-02      -115.200  0.1338 -2.730e-02      -124.800  0.2766 -3.450e-02
         6800.00      -71.5600  0.3133 -8.080e-02      -51.5600  0.3995 -2.000e-01      -221.690  0.3244 -2.020e-01      -188.400  0.3093 -1.300e-01      -164.700  0.2150 -4.310e-02      -116.310 0.08010 -2.390e-02      -116.230  0.1332 -2.580e-02      -127.200  0.2756 -3.330e-02
         6810.00      -96.2100  0.3085 -3.960e-02      -72.7600  0.3893 -1.180e-01      -219.640  0.3249 -1.460e-01      -167.180  0.3170 -1.310e-01      -149.290  0.2214 -8.130e-02      -113.740 0.08100 -2.960e-02      -117.030  0.1327 -2.490e-02      -129.710  0.2747 -3.190e-02
         6820.00      -118.750  0.3046 -1.170e-03      -93.3900  0.3814 -8.180e-02      -227.280  0.3231 -1.050e-01      -164.030  0.3182 -1.150e-01      -137.350  0.2277 -9.990e-02      -105.750 0.08380 -4.500e-02      -117.000  0.1327 -2.580e-02      -132.220  0.2737 -3.060e-02
         6830.00      -153.640  0.2994  1.400e-02      -113.020  0.3753 -5.930e-02      -236.120  0.3209 -7.970e-02      -166.890  0.3171 -9.590e-02      -131.310  0.2309 -9.860e-02      -95.1900 0.08760 -6.430e-02      -114.450  0.1342 -3.240e-02      -134.510  0.2728 -2.930e-02
         6840.00      -184.300  0.2954  1.500e-02      -134.670  0.3695 -4.350e-02      -245.070  0.3189 -6.200e-02      -171.610  0.3154 -8.010e-02      -130.130  0.2315 -9.160e-02      -89.4400 0.09070 -8.380e-02      -108.240  0.1377 -4.700e-02      -135.850  0.2722 -2.860e-02
         6850.00      -207.120  0.2927  1.240e-02      -156.810  0.3642 -3.300e-02      -254.830  0.3170 -4.790e-02      -177.750  0.3132 -6.690e-02      -131.680  0.2307 -8.200e-02      -88.3800 0.09130 -8.580e-02      -98.8200  0.1431 -6.810e-02      -134.620  0.2727 -2.930e-02
         6860.00      -217.500  0.2916  7.410e-03      -176.210  0.3604 -2.620e-02      -263.470  0.3153 -3.980e-02      -184.100  0.3108 -5.680e-02      -134.200  0.2294 -7.270e-02      -88.8400 0.09110 -8.230e-02      -92.7500  0.1474 -8.060e-02      -126.360  0.2760 -3.370e-02
         6870.00      -224.260  0.2909  3.940e-03      -193.970  0.3569 -2.170e-02      -271.230  0.3138 -3.350e-02      -189.960  0.3087 -4.910e-02      -137.000  0.2279 -6.480e-02      -90.0300 0.09040 -7.610e-02      -91.7000  0.1484 -8.110e-02      -112.610  0.2823 -4.640e-02
         6880.00      -231.090  0.2901  2.690e-03      -209.200  0.3545 -1.870e-02      -278.350  0.3124 -2.870e-02      -195.530  0.3069 -4.300e-02      -139.870  0.2264 -5.770e-02      -91.4900 0.08960 -6.910e-02      -92.1600  0.1480 -7.660e-02      -102.260  0.2875 -5.900e-02
         6890.00      -239.220  0.2892  2.610e-03      -222.030  0.3525 -1.650e-02      -284.800  0.3111 -2.520e-02      -200.740  0.3054 -3.810e-02      -142.660  0.2249 -5.150e-02      -92.9800 0.08880 -6.230e-02      -93.1700  0.1471 -7.030e-02      -96.0500  0.2907 -6.650e-02
         6900.00      -248.280  0.2883  2.630e-03      -233.890  0.3506 -1.460e-02      -290.650  0.3100 -2.230e-02      -205.530  0.3040 -3.400e-02      -145.280  0.2235 -4.620e-02      -94.3700 0.08800 -5.590e-02      -94.3600  0.1460 -6.360e-02      -94.2500  0.2918 -7.040e-02
         6903.00      -244.250  0.2887 -8.650e-03      -237.300  0.3501 -1.420e-02      -292.310  0.3097 -2.150e-02      -206.890  0.3036 -3.290e-02      -146.030  0.2231 -4.470e-02      -94.7600 0.08780 -5.420e-02      -94.7200  0.1457 -6.170e-02      -94.3600  0.2917 -7.010e-02
         6910.00      -170.940  0.2971 -6.020e-02      -244.950  0.3490 -1.330e-02      -296.000  0.3089 -1.990e-02      -209.950  0.3026 -3.060e-02      -147.700  0.2223 -4.160e-02      -95.5700 0.08740 -5.080e-02      -95.5500  0.1450 -5.740e-02      -95.2000  0.2912 -6.790e-02
         6920.00      -150.810  0.2998 -4.090e-02      -252.640  0.3480 -1.290e-02      -300.860  0.3080 -1.810e-02      -214.050  0.3014 -2.780e-02      -150.070  0.2210 -3.800e-02      -96.9500 0.08690 -4.840e-02      -97.1100  0.1441 -5.400e-02      -97.5500  0.2899 -6.470e-02
         6930.00      -152.230  0.2995 -2.990e-02      -249.890  0.3484 -1.470e-02      -305.100  0.3072 -1.710e-02      -217.870  0.3003 -2.560e-02      -152.440  0.2198 -3.500e-02      -98.7200 0.08630 -4.570e-02      -98.6200  0.1432 -5.180e-02      -99.9000  0.2887 -6.180e-02
         6940.00      -150.730  0.2998 -3.030e-02      -239.640  0.3497 -1.710e-02      -308.330  0.3066 -1.740e-02      -221.260  0.2993 -2.420e-02      -154.780  0.2189 -3.260e-02      -100.620 0.08560 -4.310e-02      -100.150  0.1423 -4.960e-02      -102.030  0.2877 -5.930e-02
         6950.00      -153.110  0.2994 -2.470e-02      -229.520  0.3513 -1.910e-02      -310.510  0.3063 -1.850e-02      -224.070  0.2985 -2.360e-02      -157.010  0.2180 -3.070e-02      -102.550 0.08490 -4.050e-02      -101.740  0.1414 -4.710e-02      -104.070  0.2866 -5.680e-02
         6960.00      -157.210  0.2989 -2.080e-02      -221.750  0.3525 -2.050e-02      -311.910  0.3061 -1.980e-02      -226.260  0.2978 -2.350e-02      -159.050  0.2172 -2.930e-02      -104.410 0.08430 -3.810e-02      -103.360  0.1405 -4.470e-02      -106.090  0.2856 -5.430e-02
         6970.00      -162.740  0.2982 -1.650e-02      -217.190  0.3533 -2.110e-02      -312.840  0.3059 -2.080e-02      -227.920  0.2973 -2.360e-02      -160.830  0.2165 -2.830e-02      -106.140 0.08370 -3.600e-02      -104.980  0.1396 -4.220e-02      -108.120  0.2846 -5.190e-02
         6980.00      -161.180  0.2984 -2.220e-02      -215.580  0.3535 -2.120e-02      -313.600  0.3058 -2.150e-02      -229.200  0.2969 -2.370e-02      -162.360  0.2159 -2.760e-02      -107.700 0.08310 -3.410e-02      -106.570  0.1387 -3.990e-02      -110.170  0.2835 -4.940e-02
         6990.00      -160.280  0.2985 -2.230e-02      -215.650  0.3535 -2.110e-02      -314.380  0.3057 -2.180e-02      -230.270  0.2966 -2.380e-02      -163.640  0.2154 -2.700e-02      -109.070 0.08270 -3.250e-02      -108.070  0.1378 -3.770e-02      -112.220  0.2825 -4.690e-02
         7000.00      -115.650  0.3052 -8.830e-02      -215.590  0.3535 -2.120e-02      -315.210  0.3056 -2.180e-02      -231.230  0.2963 -2.370e-02      -164.730  0.2150 -2.650e-02      -110.230 0.08230 -3.110e-02      -109.470  0.1370 -3.570e-02      -114.250  0.2814 -4.440e-02
         7010.00      -114.050  0.3054 -5.300e-02      -206.690  0.3549 -2.540e-02      -315.870  0.3055 -2.210e-02      -232.110  0.2961 -2.360e-02      -165.670  0.2146 -2.610e-02      -111.210 0.08190 -2.990e-02      -110.720  0.1363 -3.390e-02      -116.230  0.2804 -4.200e-02
         7020.00      -127.730  0.3032 -2.680e-02      -185.820  0.3584 -3.190e-02      -315.180  0.3056 -2.490e-02      -232.680  0.2959 -2.420e-02      -166.480  0.2143 -2.570e-02      -112.050 0.08160 -2.900e-02      -111.840  0.1357 -3.240e-02      -118.110  0.2795 -3.970e-02
         7030.00      -114.260  0.3054 -8.670e-02      -174.960  0.3606 -3.370e-02      -312.730  0.3060 -2.900e-02      -232.380  0.2960 -2.590e-02      -167.080  0.2140 -2.570e-02      -112.750 0.08140 -2.810e-02      -112.820  0.1351 -3.110e-02      -119.870  0.2786 -3.760e-02
         7040.00      -118.530  0.3047 -4.310e-02      -168.500  0.3619 -3.680e-02      -310.200  0.3064 -3.150e-02      -231.250  0.2963 -2.780e-02      -167.350  0.2139 -2.610e-02      -113.310 0.08120 -2.750e-02      -113.650  0.1346 -2.990e-02      -121.820  0.2777 -3.620e-02
         7050.00      -58.4400  0.3160 -1.750e-01      -81.8800  0.3857 -1.550e-01      -304.690  0.3072 -4.480e-02      -229.630  0.2968 -3.030e-02      -167.260  0.2140 -2.690e-02      -113.680 0.08100 -2.710e-02      -114.360  0.1342 -2.900e-02      -124.030  0.2769 -3.500e-02
         7060.00      -13.1700  0.3270 -1.750e+00      -71.3000  0.3900 -1.270e-01      -264.290  0.3151 -1.200e-01      -217.220  0.3005 -6.210e-02      -166.390  0.2143 -2.980e-02      -113.840 0.08100 -2.710e-02      -114.940  0.1339 -2.820e-02      -126.250  0.2760 -3.380e-02
         7070.00      -66.2700  0.3144 -1.200e-01      -37.4700  0.4078 -2.800e-01      -185.120  0.3336 -3.430e-01      -171.700  0.3154 -2.070e-01      -159.920  0.2169 -5.000e-02      -113.470 0.08110 -2.810e-02      -115.370  0.1337 -2.770e-02      -128.370  0.2752 -3.260e-02
         7080.00      -117.260  0.3049 -2.870e-02      -74.2800  0.3887 -1.070e-01      -200.640  0.3295 -1.630e-01      -146.570  0.3249 -1.800e-01      -135.800  0.2285 -1.300e-01      -109.770 0.08240 -3.680e-02      -115.560  0.1336 -2.770e-02      -130.310  0.2744 -3.160e-02
         7090.00      -77.4700  0.3121 -1.090e-01      -88.5800  0.3832 -9.750e-02      -217.810  0.3254 -1.040e-01      -151.280  0.3229 -1.300e-01      -122.910  0.2353 -1.380e-01      -94.5800 0.08790 -7.210e-02      -114.710  0.1340 -3.050e-02      -132.000  0.2738 -3.070e-02
         7100.00      -92.6700  0.3091 -6.970e-02      -93.3400  0.3814 -8.480e-02      -224.430  0.3238 -9.730e-02      -156.970  0.3207 -1.120e-01      -121.340  0.2362 -1.240e-01      -84.8800 0.09330 -1.090e-01      -108.020  0.1378 -4.940e-02      -133.210  0.2733 -3.000e-02
         7110.00      -99.2600  0.3080 -4.020e-02      -99.3500  0.3795 -7.840e-02      -230.580  0.3223 -8.700e-02      -161.380  0.3191 -1.010e-01      -122.220  0.2357 -1.130e-01      -82.4900 0.09460 -1.150e-01      -92.6400  0.1475 -9.230e-02      -132.050  0.2737 -3.060e-02
         7120.00      -115.500  0.3052 -2.660e-02      -107.440  0.3770 -6.740e-02      -235.810  0.3210 -7.920e-02      -165.380  0.3177 -9.170e-02      -123.960  0.2348 -1.040e-01      -82.5200 0.09450 -1.120e-01      -87.5500  0.1521 -1.090e-01      -119.620  0.2787 -3.790e-02
         7130.00      -111.190  0.3059 -4.710e-02      -119.630  0.3732 -5.630e-02      -241.840  0.3195 -6.850e-02      -169.410  0.3162 -8.250e-02      -126.080  0.2337 -9.610e-02      -83.5300 0.09400 -1.070e-01      -86.4700  0.1530 -1.110e-01      -99.3000  0.2890 -6.260e-02
         7140.00      -111.380  0.3059 -4.670e-02      -126.990  0.3714 -5.280e-02      -247.910  0.3184 -6.070e-02      -173.840  0.3146 -7.410e-02      -128.530  0.2324 -8.790e-02      -84.9200 0.09320 -9.970e-02      -86.7500  0.1528 -1.070e-01      -86.9100  0.2965 -9.000e-02
         7150.00      -54.6000  0.3169 -2.150e-01      -64.9900  0.3928 -1.850e-01      -248.680  0.3182 -7.870e-02      -177.900  0.3131 -7.020e-02      -131.090  0.2310 -8.050e-02      -86.4900 0.09240 -9.230e-02      -87.6200  0.1520 -1.000e-01      -83.3200  0.2989 -9.960e-02
         7160.00      -53.0400  0.3173 -2.080e-01      -34.6600  0.4098 -3.300e-01      -201.100  0.3294 -2.660e-01      -165.390  0.3177 -1.440e-01      -131.940  0.2306 -8.450e-02      -87.9800 0.09150 -8.560e-02      -88.7900  0.1510 -9.340e-02      -82.8600  0.2992 -1.010e-01
         7170.00      -48.4500  0.3183 -2.200e-01      -24.5700  0.4172 -4.580e-01      -138.750  0.3479 -5.590e-01      -114.260  0.3394 -4.550e-01      -118.370  0.2381 -1.850e-01      -87.3000 0.09190 -9.270e-02      -89.9100  0.1500 -8.770e-02      -83.8900  0.2985 -9.800e-02
         7180.00      -78.9500  0.3118 -1.020e-01      -53.6700  0.3984 -1.740e-01      -165.960  0.3392 -2.430e-01      -110.410  0.3413 -3.070e-01      -93.2900  0.2560 -3.420e-01      -70.6000  0.1026 -2.480e-01      -88.1500  0.1515 -1.060e-01      -85.4800  0.2975 -9.380e-02
         7190.00      -86.0000  0.3104 -5.390e-02      -69.4800  0.3908 -1.280e-01      -187.910  0.3328 -1.580e-01      -124.640  0.3344 -2.080e-01      -96.8800  0.2531 -2.620e-01      -66.2200  0.1064 -2.960e-01      -70.5000  0.1697 -2.830e-01      -81.5300  0.3000 -1.040e-01
         7200.00      -110.860  0.3060 -1.560e-02      -85.4500  0.3844 -9.210e-02      -202.690  0.3290 -1.220e-01      -136.230  0.3294 -1.590e-01      -103.710  0.2483 -2.030e-01      -69.3700  0.1037 -2.410e-01      -70.0600  0.1703 -2.690e-01      -58.5600  0.3180 -2.250e-01
         7210.00      -135.540  0.3021 -2.710e-04      -105.430  0.3776 -6.560e-02      -216.580  0.3257 -9.210e-02      -146.230  0.3250 -1.260e-01      -110.150  0.2438 -1.610e-01      -72.5700  0.1010 -1.910e-01      -72.7200  0.1667 -2.170e-01      -56.3200  0.3202 -2.510e-01
         7220.00      -142.880  0.3009 -1.140e-02      -125.830  0.3717 -4.890e-02      -230.000  0.3224 -7.050e-02      -156.210  0.3210 -1.000e-01      -115.630  0.2400 -1.310e-01      -75.0100 0.09890 -1.530e-01      -75.3000  0.1632 -1.710e-01      -59.6600  0.3169 -2.120e-01
         7230.00      -150.610  0.2998 -7.510e-03      -142.100  0.3676 -4.010e-02      -241.110  0.3197 -5.660e-02      -164.840  0.3179 -8.210e-02      -120.180  0.2368 -1.090e-01      -77.1300 0.09750 -1.340e-01      -77.8400  0.1607 -1.490e-01      -64.6100  0.3128 -1.820e-01
         7240.00      -163.140  0.2981 -3.050e-03      -156.150  0.3643 -3.430e-02      -250.590  0.3178 -4.770e-02      -172.480  0.3151 -6.900e-02      -124.740  0.2344 -9.310e-02      -80.3600 0.09570 -1.180e-01      -80.1900  0.1586 -1.360e-01      -68.7600  0.3094 -1.590e-01
         7250.00      -175.480  0.2965 -1.260e-03      -168.520  0.3619 -2.980e-02      -258.880  0.3162 -4.140e-02      -179.410  0.3126 -5.990e-02      -129.230  0.2320 -8.070e-02      -83.6800 0.09390 -1.030e-01      -82.8100  0.1563 -1.210e-01      -71.5900  0.3072 -1.430e-01
         7260.00      -182.940  0.2956 -5.940e-03      -180.270  0.3596 -2.610e-02      -266.340  0.3147 -3.650e-02      -185.700  0.3103 -5.270e-02      -133.330  0.2298 -7.090e-02      -86.6900 0.09230 -8.990e-02      -85.5800  0.1538 -1.060e-01      -74.0600  0.3051 -1.290e-01
         7270.00      -67.5600  0.3141 -2.460e-01      -191.870  0.3573 -2.330e-02      -273.150  0.3134 -3.250e-02      -191.430  0.3082 -4.680e-02      -136.970  0.2279 -6.300e-02      -89.2400 0.09090 -7.870e-02      -88.2400  0.1515 -9.310e-02      -76.6100  0.3032 -1.170e-01
         7280.00      -77.2800  0.3121 -1.090e-01      -154.670  0.3646 -5.170e-02      -278.560  0.3124 -3.210e-02      -196.580  0.3066 -4.240e-02      -140.180  0.2262 -5.630e-02      -91.3400 0.08970 -6.940e-02      -90.6100  0.1493 -8.150e-02      -80.2500  0.3009 -1.080e-01
         7290.00      -88.8300  0.3099 -7.020e-02      -110.240  0.3761 -7.610e-02      -274.010  0.3132 -5.340e-02      -199.160  0.3058 -4.630e-02      -142.890  0.2248 -5.140e-02      -93.0800 0.08870 -6.170e-02      -92.6200  0.1475 -7.170e-02      -84.4300  0.2982 -9.660e-02
         7300.00      -99.8900  0.3079 -4.610e-02      -105.600  0.3775 -7.470e-02      -265.380  0.3149 -6.850e-02      -196.650  0.3066 -5.680e-02      -144.220  0.2241 -5.130e-02      -94.3800 0.08800 -5.610e-02      -94.2600  0.1461 -6.360e-02      -88.6700  0.2954 -8.530e-02
         7310.00      -110.660  0.3060 -3.210e-02      -111.450  0.3757 -6.620e-02      -261.520  0.3157 -6.890e-02      -193.060  0.3077 -6.210e-02      -143.890  0.2243 -5.480e-02      -94.9900 0.08770 -5.370e-02      -95.4900  0.1450 -5.760e-02      -92.6500  0.2928 -7.470e-02
         7320.00      -120.650  0.3043 -2.380e-02      -121.500  0.3727 -5.670e-02      -261.470  0.3157 -6.330e-02      -191.030  0.3083 -6.230e-02      -142.860  0.2248 -5.800e-02      -94.8900 0.08770 -5.460e-02      -96.5700  0.1444 -5.550e-02      -96.2000  0.2906 -6.630e-02
         7330.00      -130.280  0.3028 -1.890e-02      -132.120  0.3701 -4.900e-02      -263.650  0.3153 -5.640e-02      -190.850  0.3084 -5.960e-02      -142.060  0.2252 -5.930e-02      -94.4900 0.08800 -5.660e-02      -97.2200  0.1440 -5.530e-02      -99.0200  0.2892 -6.290e-02
         7340.00      -138.320  0.3016 -1.580e-02      -142.430  0.3675 -4.280e-02      -266.830  0.3147 -5.050e-02      -192.020  0.3080 -5.590e-02      -141.850  0.2253 -5.880e-02      -94.1500 0.08820 -5.810e-02      -97.3000  0.1440 -5.630e-02      -100.910  0.2882 -6.060e-02
         7350.00      -147.360  0.3003 -1.180e-02      -153.010  0.3650 -3.760e-02      -270.530  0.3139 -4.520e-02      -193.990  0.3074 -5.200e-02      -142.210  0.2252 -5.700e-02      -94.0600 0.08820 -5.830e-02      -97.0100  0.1441 -5.740e-02      -102.140  0.2876 -5.910e-02
         7360.00      -157.660  0.2988 -8.180e-03      -163.300  0.3629 -3.340e-02      -274.540  0.3131 -4.060e-02      -196.460  0.3067 -4.820e-02      -143.000  0.2247 -5.440e-02      -94.2300 0.08810 -5.730e-02      -96.7700  0.1443 -5.790e-02      -102.760  0.2873 -5.840e-02
         7370.00      -168.530  0.2974 -4.880e-03      -173.020  0.3610 -2.980e-02      -278.610  0.3123 -3.680e-02      -199.210  0.3058 -4.460e-02      -144.080  0.2242 -5.150e-02      -94.6000 0.08790 -5.550e-02      -96.8400  0.1442 -5.750e-02      -102.990  0.2872 -5.810e-02
         7380.00      -178.110  0.2962 -5.510e-03      -182.850  0.3590 -2.660e-02      -282.640  0.3116 -3.340e-02      -202.090  0.3050 -4.120e-02      -145.330  0.2235 -4.850e-02      -95.1100 0.08760 -5.310e-02      -97.2800  0.1440 -5.630e-02      -103.110  0.2871 -5.790e-02
         7390.00      -173.330  0.2968 -1.550e-02      -193.240  0.3570 -2.380e-02      -286.650  0.3108 -3.040e-02      -205.020  0.3041 -3.820e-02      -146.700  0.2228 -4.550e-02      -95.6700 0.08740 -5.100e-02      -98.0600  0.1435 -5.450e-02      -103.360  0.2870 -5.760e-02
         7400.00      -179.250  0.2960 -1.370e-02      -202.210  0.3556 -2.200e-02      -290.610  0.3100 -2.770e-02      -207.960  0.3032 -3.530e-02      -148.210  0.2220 -4.280e-02      -96.6000 0.08700 -4.960e-02      -98.9300  0.1430 -5.300e-02      -103.870  0.2867 -5.700e-02
         7410.00      -65.4000  0.3146 -2.930e-01      -209.070  0.3545 -2.070e-02      -294.330  0.3093 -2.560e-02      -210.890  0.3024 -3.280e-02      -149.860  0.2211 -4.030e-02      -97.7600 0.08660 -4.780e-02      -99.7700  0.1426 -5.160e-02      -104.620  0.2863 -5.610e-02
         7420.00      -61.8700  0.3153 -1.620e-01      -115.800  0.3744 -1.120e-01      -296.860  0.3088 -2.750e-02      -213.690  0.3015 -3.100e-02      -151.590  0.2202 -3.800e-02      -99.0600 0.08620 -4.590e-02      -100.660  0.1421 -5.010e-02      -105.510  0.2859 -5.500e-02
         7430.00      -45.0200  0.3191 -3.000e-01      -61.5100  0.3944 -2.030e-01      -270.650  0.3139 -9.320e-02      -210.320  0.3025 -5.030e-02      -153.090  0.2196 -3.730e-02      -100.460 0.08570 -4.390e-02      -101.630  0.1415 -4.850e-02      -106.490  0.2854 -5.380e-02
         7440.00      -100.660  0.3077 -4.400e-02      -63.6300  0.3934 -1.410e-01      -229.770  0.3225 -1.680e-01      -188.300  0.3093 -1.090e-01      -151.230  0.2204 -4.940e-02      -101.640 0.08530 -4.270e-02      -102.680  0.1409 -4.670e-02      -107.580  0.2848 -5.250e-02
         7450.00      -40.9000  0.3201 -7.620e-01      -104.700  0.3778 -6.350e-02      -235.500  0.3211 -9.870e-02      -173.720  0.3146 -1.020e-01      -143.130  0.2247 -7.550e-02      -100.980 0.08550 -4.570e-02      -103.700  0.1403 -4.520e-02      -108.760  0.2842 -5.110e-02
         7460.00      -61.0000  0.3155 -1.480e-01      -43.2200  0.4043 -2.540e-01      -217.510  0.3254 -1.980e-01      -170.390  0.3158 -1.140e-01      -136.880  0.2280 -8.320e-02      -96.8500 0.08690 -5.470e-02      -104.160  0.1401 -4.540e-02      -110.000  0.2836 -4.960e-02
