 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 8.    Time:   9:57:37
 Units: L = cm   , T = days , M = mmol 



                                   Node(51)                         Node(101)                         Node(151)                         Node(201)                         Node(251)                         Node(301)                         Node(351)                         Node(401)

         time           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux
         3930.00      -213.370  0.2921  1.240e-02      -168.440  0.3619 -3.190e-02      -317.660  0.3052 -3.820e-02      -245.920  0.2922 -3.160e-02      -188.930  0.2054 -1.980e-02      -135.300 0.07540 -1.280e-02      -135.790  0.1253 -1.360e-02      -167.760  0.2612 -1.620e-02
         3940.00      -226.060  0.2907  9.160e-03      -188.170  0.3580 -2.550e-02      -318.040  0.3051 -3.250e-02      -242.600  0.2930 -3.000e-02      -185.840  0.2067 -2.230e-02      -134.240 0.07560 -1.360e-02      -136.480  0.1250 -1.340e-02      -168.930  0.2609 -1.600e-02
         3950.00      -238.600  0.2893  7.610e-03      -206.610  0.3549 -2.120e-02      -319.740  0.3049 -2.760e-02      -241.160  0.2934 -2.790e-02      -183.170  0.2077 -2.340e-02      -132.670 0.07590 -1.460e-02      -136.940  0.1249 -1.330e-02      -170.090  0.2605 -1.570e-02
         3960.00      -250.840  0.2881  6.600e-03      -222.040  0.3525 -1.810e-02      -321.960  0.3045 -2.380e-02      -240.990  0.2934 -2.570e-02      -181.070  0.2085 -2.360e-02      -130.760 0.07640 -1.560e-02      -137.130  0.1248 -1.340e-02      -171.280  0.2602 -1.540e-02
         3970.00      -262.350  0.2871  5.780e-03      -236.370  0.3502 -1.570e-02      -324.380  0.3042 -2.090e-02      -241.570  0.2933 -2.370e-02      -179.520  0.2092 -2.310e-02      -128.810 0.07680 -1.650e-02      -136.990  0.1248 -1.370e-02      -172.450  0.2598 -1.510e-02
         3980.00      -273.440  0.2861  5.120e-03      -249.890  0.3484 -1.390e-02      -326.920  0.3038 -1.860e-02      -242.590  0.2930 -2.190e-02      -178.440  0.2096 -2.240e-02      -127.020 0.07720 -1.730e-02      -136.520  0.1250 -1.420e-02      -173.540  0.2595 -1.490e-02
         3990.00      -246.270  0.2885 -1.780e-02      -261.680  0.3469 -1.240e-02      -329.470  0.3034 -1.670e-02      -243.890  0.2927 -2.020e-02      -177.770  0.2098 -2.150e-02      -125.490 0.07750 -1.780e-02      -135.790  0.1253 -1.470e-02      -174.470  0.2592 -1.470e-02
         4000.00      -215.870  0.2918 -2.080e-02      -271.890  0.3457 -1.130e-02      -331.970  0.3030 -1.510e-02      -245.340  0.2923 -1.870e-02      -177.440  0.2100 -2.060e-02      -124.260 0.07780 -1.820e-02      -134.870  0.1256 -1.530e-02      -175.160  0.2590 -1.450e-02
         4010.00      -208.340  0.2926 -1.600e-02      -279.410  0.3447 -1.070e-02      -334.370  0.3026 -1.380e-02      -246.870  0.2920 -1.740e-02      -177.370  0.2100 -1.970e-02      -123.340 0.07800 -1.840e-02      -133.890  0.1260 -1.590e-02      -175.550  0.2589 -1.440e-02
         4020.00      -210.320  0.2924 -1.160e-02      -283.000  0.3443 -1.080e-02      -336.560  0.3023 -1.300e-02      -248.410  0.2916 -1.630e-02      -177.530  0.2099 -1.880e-02      -122.700 0.07820 -1.850e-02      -132.910  0.1263 -1.640e-02      -175.590  0.2589 -1.440e-02
         4030.00      -215.750  0.2918 -8.840e-03      -283.690  0.3442 -1.100e-02      -338.420  0.3020 -1.250e-02      -249.890  0.2913 -1.550e-02      -177.860  0.2098 -1.800e-02      -122.320 0.07820 -1.840e-02      -132.000  0.1266 -1.690e-02      -175.280  0.2590 -1.450e-02
         4040.00      -222.200  0.2911 -6.810e-03      -283.480  0.3442 -1.110e-02      -339.970  0.3017 -1.230e-02      -251.230  0.2910 -1.490e-02      -178.310  0.2096 -1.730e-02      -122.150 0.07830 -1.830e-02      -131.200  0.1269 -1.720e-02      -174.620  0.2592 -1.460e-02
         4050.00      -229.760  0.2903 -4.850e-03      -283.650  0.3442 -1.110e-02      -341.260  0.3015 -1.220e-02      -252.430  0.2907 -1.440e-02      -178.840  0.2094 -1.680e-02      -122.160 0.07830 -1.820e-02      -130.540  0.1272 -1.750e-02      -173.710  0.2595 -1.480e-02
         4060.00      -238.310  0.2893 -3.020e-03      -284.660  0.3441 -1.100e-02      -342.390  0.3014 -1.210e-02      -253.500  0.2904 -1.410e-02      -179.410  0.2092 -1.630e-02      -122.320 0.07820 -1.800e-02      -130.010  0.1273 -1.760e-02      -172.590  0.2598 -1.510e-02
         4070.00      -247.780  0.2884 -1.530e-03      -286.610  0.3438 -1.070e-02      -343.450  0.3012 -1.190e-02      -254.480  0.2902 -1.380e-02      -180.010  0.2090 -1.590e-02      -122.580 0.07820 -1.780e-02      -129.620  0.1275 -1.770e-02      -171.370  0.2601 -1.540e-02
         4080.00      -257.000  0.2876 -7.020e-04      -289.440  0.3435 -1.030e-02      -344.500  0.3010 -1.170e-02      -255.390  0.2900 -1.350e-02      -180.620  0.2087 -1.550e-02      -122.920 0.07810 -1.750e-02      -129.350  0.1276 -1.770e-02      -170.120  0.2605 -1.570e-02
         4090.00      -265.050  0.2868 -4.350e-04      -293.110  0.3430 -9.920e-03      -345.560  0.3009 -1.140e-02      -256.290  0.2898 -1.320e-02      -181.230  0.2085 -1.520e-02      -123.330 0.07800 -1.730e-02      -129.190  0.1276 -1.770e-02      -168.900  0.2609 -1.600e-02
         4100.00      -275.090  0.2859  6.170e-04      -297.360  0.3425 -9.450e-03      -346.670  0.3007 -1.100e-02      -257.190  0.2896 -1.290e-02      -181.860  0.2082 -1.490e-02      -123.770 0.07790 -1.710e-02      -129.130  0.1277 -1.760e-02      -167.780  0.2612 -1.620e-02
         4110.00      -303.210  0.2834  4.760e-03      -302.260  0.3419 -8.980e-03      -347.840  0.3005 -1.070e-02      -258.110  0.2893 -1.260e-02      -182.500  0.2080 -1.460e-02      -124.240 0.07780 -1.690e-02      -129.160  0.1276 -1.750e-02      -166.770  0.2615 -1.650e-02
         4120.00      -379.340  0.2777  7.630e-03      -307.680  0.3413 -8.480e-03      -349.050  0.3003 -1.030e-02      -259.060  0.2891 -1.230e-02      -183.150  0.2077 -1.440e-02      -124.740 0.07770 -1.660e-02      -129.260  0.1276 -1.740e-02      -165.920  0.2618 -1.670e-02
         4130.00      -537.740  0.2687  5.980e-03      -314.150  0.3406 -7.830e-03      -350.330  0.3001 -9.810e-03      -260.050  0.2889 -1.190e-02      -183.810  0.2075 -1.410e-02      -125.270 0.07760 -1.640e-02      -129.420  0.1276 -1.730e-02      -165.230  0.2620 -1.680e-02
         4140.00      -941.420  0.2541  2.650e-03      -322.880  0.3398 -6.890e-03      -351.690  0.2999 -9.310e-03      -261.080  0.2886 -1.150e-02      -184.500  0.2072 -1.380e-02      -125.810 0.07750 -1.610e-02      -129.620  0.1275 -1.710e-02      -164.700  0.2621 -1.690e-02
         4150.00      -1878.42  0.2369  1.940e-03      -338.070  0.3383 -5.050e-03      -353.220  0.2997 -8.650e-03      -262.180  0.2884 -1.110e-02      -185.210  0.2069 -1.350e-02      -126.370 0.07730 -1.590e-02      -129.880  0.1274 -1.690e-02      -164.340  0.2622 -1.700e-02
         4160.00      -4802.77  0.2155  6.500e-04      -367.460  0.3355 -1.880e-03      -355.110  0.2994 -7.610e-03      -263.400  0.2881 -1.060e-02      -185.950  0.2066 -1.310e-02      -126.950 0.07720 -1.570e-02      -130.160  0.1273 -1.670e-02      -164.120  0.2623 -1.710e-02
         4170.00      -10300.5  0.2001  3.650e-04      -412.640  0.3317  4.650e-04      -357.660  0.2990 -6.010e-03      -264.860  0.2877 -9.790e-03      -186.740  0.2063 -1.270e-02      -127.550 0.07710 -1.540e-02      -130.490  0.1272 -1.650e-02      -164.040  0.2623 -1.710e-02
         4180.00      -10889.2  0.1990 -7.390e-04      -442.680  0.3294  7.210e-04      -360.790  0.2985 -4.310e-03      -266.680  0.2873 -8.770e-03      -187.610  0.2060 -1.220e-02      -128.190 0.07690 -1.510e-02      -130.840  0.1270 -1.630e-02      -164.090  0.2623 -1.710e-02
         4190.00      -7407.78  0.2066 -5.930e-03      -462.260  0.3279  9.680e-04      -363.960  0.2980 -3.120e-03      -268.790  0.2868 -7.780e-03      -188.590  0.2056 -1.170e-02      -128.860 0.07680 -1.480e-02      -131.220  0.1269 -1.610e-02      -164.250  0.2623 -1.700e-02
         4200.00      -867.070  0.2563 -9.450e-02      -477.240  0.3268  1.190e-03      -366.950  0.2975 -2.330e-03      -271.030  0.2863 -6.940e-03      -189.700  0.2051 -1.100e-02      -129.580 0.07660 -1.450e-02      -131.630  0.1268 -1.590e-02      -164.510  0.2622 -1.700e-02
         4210.00      -641.070  0.2641 -4.790e-02      -489.660  0.3259  1.350e-03      -369.790  0.2971 -1.770e-03      -273.290  0.2858 -6.230e-03      -190.890  0.2047 -1.040e-02      -130.370 0.07650 -1.420e-02      -132.070  0.1266 -1.570e-02      -164.870  0.2621 -1.690e-02
         4220.00      -318.370  0.2822 -6.900e-02      -499.770  0.3253  1.430e-03      -372.480  0.2967 -1.330e-03      -275.520  0.2852 -5.640e-03      -192.160  0.2042 -9.780e-03      -131.230 0.07630 -1.380e-02      -132.540  0.1264 -1.540e-02      -165.310  0.2620 -1.680e-02
         4230.00      0.200000  0.3300 -5.970e+00      -507.970  0.3248  1.500e-03      -374.960  0.2963 -1.000e-03      -277.650  0.2847 -5.140e-03      -193.460  0.2038 -9.280e-03      -132.170 0.07610 -1.340e-02      -133.030  0.1263 -1.510e-02      -165.820  0.2618 -1.670e-02
         4240.00      -45.7300  0.3189 -2.490e-01      -21.8900  0.4194 -5.120e-01      -115.070  0.3564 -6.880e-01      -81.0000  0.3569 -8.110e-01      -124.330  0.2346 -4.120e-01      -133.100 0.07590 -1.310e-02      -133.580  0.1261 -1.480e-02      -166.360  0.2616 -1.660e-02
         4250.00      -50.2100  0.3179 -2.000e-01      -25.3500  0.4166 -4.410e-01      -129.410  0.3511 -5.430e-01      -90.5400  0.3515 -5.640e-01      -81.2500  0.2669 -5.250e-01      -67.3900  0.1054 -3.570e-01      -134.120  0.1259 -1.470e-02      -167.040  0.2614 -1.640e-02
         4260.00      -89.0200  0.3099 -2.550e-02      -54.6400  0.3979 -1.690e-01      -162.800  0.3402 -2.410e-01      -105.600  0.3437 -3.300e-01      -83.8400  0.2646 -4.250e-01      -58.3800  0.1137 -4.790e-01      -65.6000  0.1764 -4.510e-01      -167.750  0.2612 -1.620e-02
         4270.00      -77.4700  0.3121 -9.970e-02      -77.4600  0.3874 -1.080e-01      -188.730  0.3326 -1.430e-01      -123.260  0.3350 -2.070e-01      -94.5100  0.2549 -2.750e-01      -62.4300  0.1096 -3.470e-01      -63.6200  0.1791 -3.920e-01      -65.7000  0.3120 -1.770e-01
         4280.00      -110.150  0.3061 -1.390e-02      -86.2400  0.3841 -9.200e-02      -204.140  0.3287 -1.170e-01      -136.760  0.3292 -1.540e-01      -103.180  0.2487 -2.040e-01      -68.4400  0.1045 -2.530e-01      -67.7800  0.1734 -3.000e-01      -48.9800  0.3275 -3.360e-01
         4290.00      -137.180  0.3018  1.950e-03      -105.410  0.3776 -6.580e-02      -217.170  0.3255 -9.160e-02      -146.750  0.3248 -1.240e-01      -110.280  0.2437 -1.600e-01      -72.4900  0.1010 -1.920e-01      -72.1800  0.1674 -2.240e-01      -53.0300  0.3235 -2.890e-01
         4300.00      -151.550  0.2996 -1.370e-04      -126.220  0.3716 -4.850e-02      -230.450  0.3223 -7.020e-02      -156.660  0.3208 -9.930e-02      -115.870  0.2398 -1.290e-01      -75.0900 0.09880 -1.520e-01      -75.3000  0.1632 -1.710e-01      -58.8000  0.3178 -2.220e-01
         4310.00      -164.070  0.2980  3.960e-04      -143.910  0.3672 -3.860e-02      -241.570  0.3196 -5.600e-02      -165.200  0.3177 -8.140e-02      -120.390  0.2367 -1.080e-01      -77.2700 0.09740 -1.340e-01      -77.9200  0.1607 -1.480e-01      -64.3100  0.3131 -1.840e-01
         4320.00      -176.790  0.2964  1.290e-03      -160.290  0.3635 -3.210e-02      -251.290  0.3177 -4.650e-02      -172.880  0.3149 -6.820e-02      -124.960  0.2343 -9.240e-02      -80.5100 0.09570 -1.180e-01      -80.2900  0.1586 -1.350e-01      -68.7400  0.3095 -1.590e-01
         4330.00      -188.900  0.2948  1.800e-03      -174.350  0.3607 -2.740e-02      -259.930  0.3160 -3.980e-02      -179.970  0.3123 -5.870e-02      -129.480  0.2319 -7.990e-02      -83.8400 0.09380 -1.030e-01      -82.9300  0.1562 -1.200e-01      -71.6600  0.3071 -1.430e-01
         4340.00      -200.840  0.2934  2.310e-03      -187.670  0.3581 -2.370e-02      -267.720  0.3145 -3.460e-02      -186.470  0.3100 -5.130e-02      -133.630  0.2297 -7.000e-02      -86.8500 0.09220 -8.910e-02      -85.7100  0.1537 -1.060e-01      -74.1600  0.3051 -1.280e-01
         4350.00      -137.290  0.3018 -8.940e-02      -200.620  0.3559 -2.090e-02      -274.800  0.3131 -3.050e-02      -192.400  0.3079 -4.530e-02      -137.350  0.2277 -6.190e-02      -89.4200 0.09080 -7.780e-02      -88.3800  0.1513 -9.230e-02      -76.7500  0.3031 -1.170e-01
         4360.00      -118.840  0.3046 -5.800e-02      -207.200  0.3548 -2.110e-02      -281.190  0.3118 -2.730e-02      -197.790  0.3063 -4.050e-02      -140.640  0.2260 -5.510e-02      -91.5500 0.08960 -6.840e-02      -90.7600  0.1492 -8.070e-02      -80.4600  0.3007 -1.070e-01
         4370.00      -124.480  0.3037 -3.860e-02      -195.880  0.3566 -2.650e-02      -286.210  0.3109 -2.660e-02      -202.560  0.3048 -3.690e-02      -143.570  0.2244 -4.930e-02      -93.3200 0.08860 -6.060e-02      -92.8000  0.1474 -7.080e-02      -84.6900  0.2980 -9.590e-02
         4380.00      -133.670  0.3023 -2.510e-02      -182.380  0.3591 -3.040e-02      -289.000  0.3103 -2.880e-02      -206.280  0.3037 -3.530e-02      -146.070  0.2231 -4.480e-02      -94.7800 0.08780 -5.400e-02      -94.4700  0.1459 -6.250e-02      -88.9800  0.2952 -8.450e-02
         4390.00      -144.600  0.3007 -1.750e-02      -177.050  0.3602 -3.110e-02      -290.330  0.3101 -3.100e-02      -208.770  0.3030 -3.510e-02      -148.110  0.2220 -4.170e-02      -95.9200 0.08730 -5.010e-02      -95.9000  0.1448 -5.620e-02      -93.0400  0.2926 -7.370e-02
         4400.00      -154.740  0.2992 -1.250e-02      -178.120  0.3600 -3.000e-02      -291.440  0.3098 -3.170e-02      -210.450  0.3025 -3.500e-02      -149.810  0.2211 -4.000e-02      -97.2800 0.08680 -4.800e-02      -97.4800  0.1439 -5.330e-02      -96.7900  0.2903 -6.560e-02
         4410.00      -164.100  0.2980 -9.280e-03      -182.780  0.3591 -2.800e-02      -292.880  0.3096 -3.110e-02      -211.850  0.3021 -3.450e-02      -151.270  0.2204 -3.890e-02      -98.7300 0.08630 -4.610e-02      -98.9100  0.1430 -5.130e-02      -99.7200  0.2888 -6.200e-02
         4420.00      -173.230  0.2968 -6.580e-03      -189.500  0.3577 -2.580e-02      -294.770  0.3092 -2.960e-02      -213.310  0.3016 -3.360e-02      -152.560  0.2198 -3.790e-02      -100.100 0.08580 -4.430e-02      -100.320  0.1422 -4.940e-02      -102.090  0.2876 -5.920e-02
         4430.00      -183.420  0.2955 -4.070e-03      -197.420  0.3564 -2.360e-02      -297.020  0.3087 -2.780e-02      -214.940  0.3012 -3.230e-02      -153.780  0.2193 -3.680e-02      -101.350 0.08540 -4.280e-02      -101.680  0.1415 -4.750e-02      -104.210  0.2865 -5.660e-02
         4440.00      -195.000  0.2941 -1.630e-03      -205.730  0.3551 -2.160e-02      -299.550  0.3082 -2.600e-02      -216.770  0.3006 -3.090e-02      -155.010  0.2188 -3.570e-02      -102.510 0.08500 -4.130e-02      -102.970  0.1407 -4.570e-02      -106.180  0.2855 -5.420e-02
         4450.00      -206.650  0.2928 -1.610e-05      -214.140  0.3537 -1.970e-02      -302.240  0.3077 -2.420e-02      -218.770  0.3000 -2.940e-02      -156.250  0.2183 -3.440e-02      -103.610 0.08460 -3.990e-02      -104.160  0.1401 -4.410e-02      -108.040  0.2846 -5.200e-02
         4460.00      -219.740  0.2914  2.420e-03      -222.630  0.3524 -1.800e-02      -305.050  0.3072 -2.240e-02      -220.890  0.2994 -2.780e-02      -157.540  0.2178 -3.310e-02      -104.680 0.08420 -3.860e-02      -105.270  0.1394 -4.250e-02      -109.790  0.2837 -4.980e-02
         4470.00      -238.230  0.2893  5.120e-03      -231.430  0.3510 -1.640e-02      -307.930  0.3067 -2.080e-02      -223.110  0.2987 -2.630e-02      -158.860  0.2173 -3.170e-02      -105.730 0.08380 -3.720e-02      -106.320  0.1388 -4.100e-02      -111.430  0.2829 -4.780e-02
         4480.00      -288.800  0.2846  9.650e-03      -241.020  0.3495 -1.480e-02      -310.880  0.3063 -1.930e-02      -225.390  0.2981 -2.490e-02      -160.210  0.2167 -3.030e-02      -106.780 0.08350 -3.580e-02      -107.310  0.1383 -3.960e-02      -112.980  0.2821 -4.600e-02
         4490.00      -376.470  0.2779  9.280e-03      -251.650  0.3482 -1.320e-02      -313.890  0.3058 -1.780e-02      -227.730  0.2974 -2.340e-02      -161.600  0.2162 -2.890e-02      -107.820 0.08310 -3.440e-02      -108.270  0.1377 -3.810e-02      -114.440  0.2813 -4.420e-02
         4500.00      -564.070  0.2675  5.390e-03      -263.790  0.3467 -1.140e-02      -316.980  0.3053 -1.630e-02      -230.110  0.2967 -2.200e-02      -163.000  0.2157 -2.760e-02      -108.870 0.08270 -3.300e-02      -109.210  0.1372 -3.670e-02      -115.820  0.2806 -4.250e-02
         4510.00      -891.570  0.2556  1.520e-03      -280.120  0.3446 -8.840e-03      -320.230  0.3048 -1.470e-02      -232.560  0.2959 -2.060e-02      -164.430  0.2151 -2.630e-02      -109.920 0.08240 -3.160e-02      -110.130  0.1367 -3.530e-02      -117.150  0.2800 -4.090e-02
         4520.00      -976.880  0.2530 -2.200e-02      -303.670  0.3417 -5.980e-03      -323.770  0.3043 -1.290e-02      -235.120  0.2952 -1.900e-02      -165.880  0.2145 -2.490e-02      -110.960 0.08200 -3.030e-02      -111.040  0.1361 -3.390e-02      -118.440  0.2793 -3.930e-02
         4530.00      -91.8200  0.3093 -2.960e-01      -338.620  0.3383 -2.780e-03      -327.750  0.3036 -1.060e-02      -237.860  0.2944 -1.730e-02      -167.360  0.2139 -2.350e-02      -112.000 0.08160 -2.890e-02      -111.940  0.1356 -3.250e-02      -119.690  0.2787 -3.780e-02
         4540.00      -148.980  0.3000 -5.550e-02      -371.300  0.3351 -1.040e-03      -332.140  0.3030 -8.360e-03      -240.850  0.2935 -1.550e-02      -168.910  0.2133 -2.210e-02      -113.040 0.08130 -2.750e-02      -112.830  0.1351 -3.120e-02      -121.050  0.2781 -3.660e-02
         4550.00      -171.060  0.2971 -2.500e-02      -392.120  0.3332 -1.100e-03      -336.590  0.3023 -6.530e-03      -244.050  0.2926 -1.370e-02      -170.530  0.2127 -2.060e-02      -114.090 0.08090 -2.610e-02      -113.720  0.1346 -2.980e-02      -122.800  0.2774 -3.560e-02
         4560.00      -130.840  0.3028 -1.130e-01      -389.860  0.3334 -2.830e-03      -340.720  0.3016 -5.450e-03      -247.300  0.2919 -1.220e-02      -172.220  0.2120 -1.910e-02      -115.160 0.08050 -2.470e-02      -114.610  0.1341 -2.840e-02      -124.760  0.2766 -3.460e-02
         4570.00      -86.5500  0.3103 -1.450e-01      -365.860  0.3356 -5.860e-03      -344.100  0.3011 -5.340e-03      -250.400  0.2912 -1.120e-02      -173.940  0.2113 -1.760e-02      -116.240 0.08010 -2.330e-02      -115.500  0.1336 -2.710e-02      -126.850  0.2758 -3.340e-02
         4580.00      -86.1500  0.3104 -1.310e-01      -300.830  0.3421 -1.650e-02      -346.320  0.3007 -6.440e-03      -253.100  0.2905 -1.070e-02      -175.620  0.2107 -1.640e-02      -117.340 0.07980 -2.180e-02      -116.410  0.1331 -2.570e-02      -129.010  0.2749 -3.230e-02
         4590.00      -105.650  0.3069 -3.880e-02      -203.360  0.3554 -3.680e-02      -345.170  0.3009 -1.210e-02      -254.950  0.2901 -1.140e-02      -177.200  0.2101 -1.540e-02      -118.430 0.07940 -2.040e-02      -117.330  0.1325 -2.430e-02      -131.230  0.2741 -3.110e-02
         4600.00      -107.400  0.3066 -6.610e-02      -161.270  0.3633 -4.330e-02      -336.830  0.3022 -2.500e-02      -254.430  0.2902 -1.550e-02      -178.480  0.2096 -1.490e-02      -119.450 0.07900 -1.910e-02      -118.260  0.1320 -2.280e-02      -133.480  0.2732 -2.990e-02
         4602.00      -108.140  0.3064 -5.420e-02      -158.520  0.3639 -4.330e-02      -334.660  0.3026 -2.740e-02      -253.890  0.2903 -1.680e-02      -178.670  0.2095 -1.500e-02      -119.650 0.07890 -1.890e-02      -118.440  0.1319 -2.260e-02      -133.930  0.2730 -2.960e-02
         4610.00      -125.130  0.3036 -1.540e-02      -151.630  0.3653 -4.470e-02      -326.690  0.3038 -3.410e-02      -250.580  0.2911 -2.170e-02      -179.040  0.2093 -1.580e-02      -120.330 0.07870 -1.810e-02      -119.180  0.1315 -2.150e-02      -135.740  0.2723 -2.870e-02
         4620.00      -154.770  0.2992  6.440e-03      -152.110  0.3651 -4.180e-02      -319.000  0.3050 -3.810e-02      -245.390  0.2923 -2.650e-02      -178.620  0.2095 -1.790e-02      -120.890 0.07860 -1.780e-02      -120.070  0.1310 -2.020e-02      -138.010  0.2714 -2.740e-02
         4630.00      -190.610  0.2946  1.840e-02      -163.270  0.3629 -3.510e-02      -314.530  0.3057 -3.750e-02      -240.510  0.2936 -2.920e-02      -177.370  0.2100 -2.050e-02      -121.160 0.07850 -1.780e-02      -121.110  0.1305 -1.950e-02      -140.260  0.2705 -2.620e-02
         4640.00      -229.910  0.2902  1.560e-02      -178.380  0.3599 -2.890e-02      -313.150  0.3059 -3.380e-02      -237.020  0.2946 -2.960e-02      -175.640  0.2107 -2.280e-02      -120.990 0.07850 -1.820e-02      -122.320  0.1301 -1.920e-02      -142.420  0.2697 -2.510e-02
         4650.00      -249.210  0.2883  8.650e-03      -196.300  0.3566 -2.340e-02      -313.720  0.3058 -2.950e-02      -235.140  0.2952 -2.860e-02      -173.900  0.2114 -2.430e-02      -120.330 0.07870 -1.890e-02      -123.290  0.1297 -1.910e-02      -144.410  0.2689 -2.400e-02
         4660.00      -259.770  0.2873  6.010e-03      -215.050  0.3536 -1.920e-02      -316.940  0.3053 -2.430e-02      -235.480  0.2951 -2.630e-02      -173.060  0.2117 -2.450e-02      -119.900 0.07890 -1.970e-02      -124.640  0.1293 -1.860e-02      -146.700  0.2680 -2.280e-02
         4670.00      -262.230  0.2871  3.590e-03      -230.900  0.3511 -1.620e-02      -319.010  0.3050 -2.180e-02      -236.030  0.2949 -2.440e-02      -172.160  0.2120 -2.450e-02      -118.840 0.07920 -2.110e-02      -125.060  0.1291 -1.880e-02      -148.290  0.2674 -2.190e-02
         4680.00      -264.920  0.2868  4.540e-04      -245.830  0.3489 -1.410e-02      -321.540  0.3046 -1.920e-02      -237.060  0.2946 -2.270e-02      -171.720  0.2122 -2.400e-02      -118.030 0.07950 -2.200e-02      -125.030  0.1291 -1.920e-02      -149.580  0.2669 -2.120e-02
         4690.00      -239.900  0.2891 -1.470e-02      -258.470  0.3473 -1.260e-02      -324.220  0.3042 -1.710e-02      -238.470  0.2942 -2.100e-02      -171.660  0.2122 -2.340e-02      -117.500 0.07970 -2.260e-02      -124.520  0.1293 -1.990e-02      -150.610  0.2665 -2.070e-02
         4700.00      -223.070  0.2910 -1.450e-02      -268.690  0.3460 -1.150e-02      -326.890  0.3038 -1.550e-02      -240.110  0.2937 -1.960e-02      -171.910  0.2121 -2.250e-02      -117.220 0.07980 -2.280e-02      -123.660  0.1296 -2.070e-02      -151.340  0.2662 -2.030e-02
         4710.00      -182.450  0.2956 -1.010e-01      -275.960  0.3451 -1.100e-02      -329.450  0.3034 -1.420e-02      -241.870  0.2932 -1.830e-02      -172.390  0.2120 -2.160e-02      -117.170 0.07980 -2.280e-02      -122.660  0.1300 -2.140e-02      -151.730  0.2660 -2.010e-02
         4720.00      -99.9000  0.3079 -1.020e-01      -279.080  0.3448 -1.130e-02      -331.810  0.3030 -1.330e-02      -243.650  0.2927 -1.720e-02      -173.030  0.2117 -2.070e-02      -117.300 0.07980 -2.250e-02      -121.740  0.1303 -2.190e-02      -151.770  0.2660 -2.000e-02
         4730.00      -109.500  0.3062 -5.710e-02      -252.170  0.3481 -1.940e-02      -333.640  0.3027 -1.340e-02      -245.350  0.2923 -1.640e-02      -173.780  0.2114 -1.980e-02      -117.580 0.07970 -2.200e-02      -121.050  0.1306 -2.210e-02      -151.510  0.2661 -2.020e-02
         4740.00      -121.180  0.3042 -3.680e-02      -205.730  0.3551 -2.960e-02      -332.910  0.3028 -1.730e-02      -246.530  0.2921 -1.680e-02      -174.570  0.2111 -1.910e-02      -117.950 0.07950 -2.150e-02      -120.630  0.1307 -2.210e-02      -151.050  0.2663 -2.040e-02
         4750.00      -131.130  0.3027 -2.610e-02      -182.280  0.3592 -3.330e-02      -328.750  0.3035 -2.380e-02      -246.230  0.2921 -1.920e-02      -175.220  0.2108 -1.880e-02      -118.390 0.07940 -2.090e-02      -120.490  0.1308 -2.200e-02      -150.510  0.2665 -2.070e-02
         4760.00      -140.330  0.3013 -1.980e-02      -175.790  0.3604 -3.340e-02      -323.930  0.3042 -2.840e-02      -244.360  0.2926 -2.230e-02      -175.470  0.2107 -1.920e-02      -118.810 0.07920 -2.030e-02      -120.640  0.1307 -2.160e-02      -149.980  0.2667 -2.100e-02
         4770.00      -150.350  0.2998 -1.400e-02      -176.890  0.3602 -3.190e-02      -320.270  0.3048 -3.010e-02      -241.870  0.2932 -2.460e-02      -175.200  0.2108 -2.030e-02      -119.100 0.07910 -2.000e-02      -121.000  0.1306 -2.120e-02      -149.570  0.2669 -2.120e-02
         4780.00      -160.400  0.2985 -1.010e-02      -181.500  0.3593 -2.970e-02      -318.010  0.3051 -3.000e-02      -239.550  0.2939 -2.580e-02      -174.540  0.2111 -2.160e-02      -119.160 0.07910 -2.000e-02      -121.490  0.1304 -2.090e-02      -149.310  0.2670 -2.140e-02
         4790.00      -169.650  0.2973 -7.310e-03      -188.210  0.3580 -2.730e-02      -316.910  0.3053 -2.890e-02      -237.770  0.2944 -2.620e-02      -173.690  0.2114 -2.270e-02      -118.980 0.07920 -2.040e-02      -121.970  0.1302 -2.060e-02      -149.230  0.2670 -2.140e-02
         4800.00      -179.310  0.2960 -5.060e-03      -196.300  0.3566 -2.490e-02      -316.670  0.3054 -2.730e-02      -236.620  0.2947 -2.610e-02      -172.840  0.2118 -2.350e-02      -118.610 0.07930 -2.100e-02      -122.320  0.1301 -2.050e-02      -149.310  0.2670 -2.140e-02
         4810.00      -189.890  0.2947 -2.900e-03      -204.890  0.3552 -2.270e-02      -317.110  0.3053 -2.550e-02      -236.050  0.2949 -2.550e-02      -172.110  0.2121 -2.400e-02      -118.150 0.07950 -2.170e-02      -122.450  0.1301 -2.060e-02      -149.490  0.2669 -2.130e-02
         4820.00      -201.650  0.2933 -6.480e-04      -213.400  0.3539 -2.070e-02      -318.050  0.3051 -2.380e-02      -235.990  0.2949 -2.470e-02      -171.570  0.2123 -2.420e-02      -117.680 0.07960 -2.230e-02      -122.320  0.1301 -2.080e-02      -149.730  0.2668 -2.110e-02
